FECHA,VEHICULO_VICTIMA,SEXO,EDAD_VICTIMA,GRAVEDAD,DIA_SEMANA
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,FEMENINO,,SD,4
2019-03-08,SD,FEMENINO,,SD,4
2019-03-08,SD,FEMENINO,SD,SD,4
2019-03-08,SD,FEMENINO,SD,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,FEMENINO,SD,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,FEMENINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-08,SD,MASCULINO,SD,SD,4
2019-03-08,SD,MASCULINO,,SD,4
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,MASCULINO,SD,SD,5
2019-03-09,SD,MASCULINO,SD,SD,5
2019-03-09,SD,MASCULINO,SD,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,FEMENINO,SD,SD,5
2019-03-09,SD,MASCULINO,SD,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,SD,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,FEMENINO,SD,SD,5
2019-03-09,SD,FEMENINO,SD,SD,5
2019-03-09,SD,MASCULINO,SD,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,FEMENINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-09,SD,MASCULINO,,SD,5
2019-03-10,SD,MASCULINO,,SD,6
2019-03-10,SD,MASCULINO,,SD,6
2019-03-10,SD,MASCULINO,,SD,6
2019-03-10,SD,FEMENINO,,SD,6
2019-03-10,SD,FEMENINO,,SD,6
2019-03-10,SD,FEMENINO,,SD,6
2019-03-10,SD,FEMENINO,SD,SD,6
2019-03-10,SD,SD,SD,SD,6
2019-03-10,SD,FEMENINO,SD,SD,6
2019-03-10,SD,MASCULINO,SD,SD,6
2019-03-10,SD,FEMENINO,,SD,6
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,SD,SD,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-29,SD,MASCULINO,,SD,4
2019-03-11,SD,MASCULINO,,SD,0
2019-06-13,SD,FEMENINO,,SD,3
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,FEMENINO,SD,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,FEMENINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-11,SD,FEMENINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,SD,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,MASCULINO,,SD,0
2019-03-11,SD,FEMENINO,,SD,0
2019-03-12,SD,FEMENINO,SD,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,SD,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,SD,SD,1
2019-03-12,SD,FEMENINO,SD,SD,1
2019-03-12,SD,MASCULINO,SD,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,SD,SD,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-12,SD,FEMENINO,,SD,1
2019-03-12,SD,MASCULINO,,SD,1
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,SD,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-07-30,SD,FEMENINO,50,SD,1
2019-07-13,SD,MASCULINO,19,SD,5
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,SD,SD,2
2019-03-13,SD,MASCULINO,SD,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,SD,SD,SD,2
2019-03-13,SD,FEMENINO,SD,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-13,SD,FEMENINO,,SD,2
2019-03-13,SD,MASCULINO,,SD,2
2019-03-14,SD,MASCULINO,,SD,3
2019-07-22,SD,MASCULINO,19,SD,0
2019-03-14,SD,MASCULINO,SD,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,SD,SD,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,SD,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,SD,SD,3
2019-03-14,SD,SD,SD,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-07-17,SD,MASCULINO,21,SD,2
2019-08-16,SD,MASCULINO,21,SD,4
2019-02-26,SD,MASCULINO,,SD,1
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,SD,SD,SD,3
2019-03-14,SD,FEMENINO,SD,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-14,SD,FEMENINO,,SD,3
2019-03-14,SD,MASCULINO,,SD,3
2019-03-15,SD,FEMENINO,SD,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,SD,SD,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,SD,SD,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-02-27,SD,MASCULINO,,SD,2
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,SD,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,FEMENINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,FEMENINO,SD,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-15,SD,MASCULINO,,SD,4
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,FEMENINO,SD,SD,5
2019-03-16,SD,FEMENINO,SD,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,FEMENINO,SD,SD,5
2019-03-16,SD,FEMENINO,SD,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,SD,SD,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,SD,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,SD,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-16,SD,FEMENINO,,SD,5
2019-03-16,SD,MASCULINO,,SD,5
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,SD,SD,6
2019-03-17,SD,MASCULINO,SD,SD,6
2019-03-17,SD,MASCULINO,SD,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,SD,SD,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,SD,SD,6
2019-03-17,SD,MASCULINO,SD,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,FEMENINO,SD,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,SD,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,FEMENINO,,SD,6
2019-03-17,SD,MASCULINO,,SD,6
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,SD,SD,0
2019-03-18,SD,SD,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,SD,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-01-29,SD,MASCULINO,,SD,1
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,SD,SD,0
2019-03-18,SD,MASCULINO,SD,SD,0
2019-03-18,SD,MASCULINO,SD,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,SD,SD,0
2019-03-18,SD,MASCULINO,SD,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,MASCULINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,FEMENINO,,SD,0
2019-03-18,SD,MASCULINO,SD,SD,0
2019-03-14,SD,MASCULINO,,SD,3
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,FEMENINO,,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,FEMENINO,,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-14,SD,MASCULINO,,SD,3
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-19,SD,FEMENINO,SD,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,FEMENINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-19,SD,MASCULINO,SD,SD,1
2019-03-19,SD,FEMENINO,,SD,1
2019-03-19,SD,MASCULINO,,SD,1
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-05-17,SD,MASCULINO,,SD,4
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,SD,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,SD,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,FEMENINO,SD,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,SD,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,MASCULINO,,SD,2
2019-03-20,SD,FEMENINO,,SD,2
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,SD,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-08-04,SD,MASCULINO,19,SD,6
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,FEMENINO,SD,SD,3
2019-03-21,SD,FEMENINO,SD,SD,3
2019-03-21,SD,MASCULINO,SD,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,SD,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,SD,SD,3
2019-05-14,SD,MASCULINO,,SD,1
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,FEMENINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-21,SD,MASCULINO,,SD,3
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,FEMENINO,SD,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,SD,SD,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,SD,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-07-24,SD,MASCULINO,30,SD,2
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,MASCULINO,,SD,4
2019-03-22,SD,FEMENINO,,SD,4
2019-01-26,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,SD,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,SD,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,SD,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,SD,SD,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,SD,SD,SD,5
2019-03-23,SD,FEMENINO,SD,SD,5
2019-03-23,SD,FEMENINO,SD,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,SD,SD,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,SD,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,FEMENINO,SD,SD,5
2019-03-23,SD,MASCULINO,SD,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-23,SD,MASCULINO,,SD,5
2019-03-23,SD,FEMENINO,,SD,5
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,FEMENINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,FEMENINO,SD,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,FEMENINO,SD,SD,6
2019-03-24,SD,FEMENINO,,SD,6
2019-03-24,SD,FEMENINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-08-13,SD,FEMENINO,27,SD,1
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
2019-03-24,SD,FEMENINO,,SD,6
2019-03-24,SD,MASCULINO,,SD,6
