n_victimas,fecha,hora,comuna,tipo_calle,longitud,latutid,victima,acusado,gravedad
1,2019-07-08,,1,SD,-58.380547,-34.611831,SD,SD,SD
1,2019-07-08,,6,SD,-58.45166,-34.624613,SD,SD,SD
1,2019-07-08,,3,SD,-58.408744,-34.60668,SD,SD,SD
1,2019-07-08,,3,SD,-58.408744,-34.60668,SD,SD,SD
1,2019-07-08,,3,SD,-58.406347,-34.603442,SD,SD,SD
1,2019-07-08,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-08,,3,SD,-58.407135,-34.60426,SD,SD,SD
1,2019-07-08,,9,SD,-58.50483,-34.66395,SD,SD,SD
1,2019-07-08,,12,SD,-58.472035,-34.561541,CAMION,SD,SD
2,2019-07-09,,9,SD,-58.528792,-34.639342,SD,SD,SD
1,2019-07-09,,3,SD,-58.403138,-34.613352,SD,SD,SD
1,2019-07-09,,14,SD,-58.423249,-34.571168,SD,SD,SD
1,2019-07-09,,7,SD,-58.459371,-34.650368,SD,SD,SD
1,2019-07-09,,15,SD,-58.430063,-34.594302,SD,SD,SD
1,2019-07-09,,4,SD,-58.3765,-34.642683,SD,SD,SD
1,2019-07-09,,13,SD,-58.442481,-34.55501,SD,SD,SD
1,2019-07-09,,14,SD,-58.419832,-34.56553,SD,SD,SD
1,2019-07-09,,1,SD,-58.38267,-34.630858,SD,SD,SD
2,2019-07-09,,11,SD,-58.517286,-34.613508,SD,SD,SD
1,2019-07-09,,1,SD,-58.39158,-34.618916,SD,SD,SD
1,2019-07-09,,12,SD,-58.489551,-34.555632,SD,SD,SD
1,2019-07-09,,6,SD,-58.432864,-34.616703,SD,SD,SD
1,2019-07-09,,1,SD,-58.381453,-34.623812,SD,SD,SD
1,2019-07-09,,6,SD,-58.428321,-34.619423,SD,SD,SD
1,2019-07-09,,12,SD,SD,SD,SD,SD,SD
2,2019-07-09,,12,SD,-58.48308,-34.571557,SD,SD,SD
1,2019-07-09,,6,SD,-58.43953,-34.628853,SD,SD,SD
1,2019-07-09,,13,SD,-58.468705,-34.551958,SD,SD,SD
1,2019-07-09,,1,SD,-58.385479,-34.599226,SD,SD,SD
2,2019-07-09,,10,SD,-58.493578,-34.630539,SD,SD,SD
1,2019-07-09,,1,SD,-58.387467,-34.617907,SD,SD,SD
1,2019-07-09,,10,SD,-58.529565,-34.631052,AUTO,SD,SD
1,2019-07-09,,,SD,,,SD,SD,GRAVE
1,2019-07-10,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-10,,15,SD,-58.453253,-34.591002,SD,SD,SD
1,2019-07-10,,5,SD,-58.416514,-34.620975,SD,SD,SD
1,2019-07-10,,10,SD,-58.510559,-34.625114,SD,SD,SD
2,2019-07-10,,3,SD,-58.391335,-34.625226,SD,SD,SD
1,2019-07-10,,13,SD,-58.470898,-34.566252,SD,SD,SD
1,2019-07-10,,5,SD,-58.425878,-34.604309,SD,SD,SD
1,2019-07-10,,10,SD,-58.498005,-34.637232,SD,SD,SD
2,2019-07-10,,6,SD,-58.427799,-34.622072,SD,SD,SD
1,2019-07-10,,2,SD,-58.395864,-34.588553,SD,SD,SD
1,2019-07-10,,1,SD,-58.368068,-34.624069,SD,SD,SD
1,2019-07-10,,5,SD,-58.421417,-34.607266,SD,SD,SD
1,2019-07-10,,1,SD,-58.380622,-34.619758,SD,SD,SD
1,2019-07-10,,3,SD,-58.394516,-34.623,SD,SD,SD
1,2019-07-10,,1,SD,-58.382097,-34.599069,SD,SD,SD
1,2019-07-10,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-10,,4,SD,-58.397438,-34.635647,SD,SD,SD
1,2019-07-10,,9,SD,-58.502528,-34.674417,SD,SD,SD
1,2019-07-10,,12,SD,-58.490022,-34.560391,SD,SD,SD
2,2019-07-10,,8,SD,-58.477439,-34.672332,SD,SD,SD
1,2019-07-10,,15,SD,-58.461612,-34.603566,SD,SD,SD
1,2019-07-10,,14,SD,-58.434736,-34.579306,SD,SD,SD
1,2019-07-10,,11,SD,-58.482691,-34.609663,SD,SD,SD
2,2019-07-10,,12,SD,-58.48084,-34.564862,SD,SD,SD
1,2019-07-10,,10,SD,-58.505264,-34.630649,SD,SD,SD
1,2019-07-10,,11,SD,-58.469529,-34.606731,SD,SD,SD
1,2019-07-10,,3,SD,-58.406518,-34.629301,SD,SD,SD
1,2019-07-10,,4,SD,-58.418834,-34.652462,SD,SD,SD
1,2019-07-10,,1,SD,-58.382055,-34.613066,SD,SD,SD
1,2019-07-10,,15,SD,-58.448455,-34.599547,SD,SD,SD
1,2019-07-10,,5,SD,-58.414695,-34.625265,SD,SD,SD
1,2019-07-10,,15,SD,-58.444919,-34.595327,SD,SD,SD
3,2019-07-10,,5,SD,-58.418696,-34.59788,SD,SD,SD
2,2019-07-10,,2,SD,-58.405356,-34.590326,SD,SD,SD
2,2019-07-10,,13,SD,-58.461517,-34.566305,SD,SD,SD
1,2019-07-10,,4,SD,-58.409241,-34.637668,SD,SD,SD
1,2019-07-10,,7,SD,-58.468352,-34.640677,SD,SD,SD
1,2019-07-10,,7,SD,-58.459858,-34.627954,SD,SD,SD
1,2019-07-10,,4,SD,-58.371668,-34.653737,SD,SD,SD
1,2019-07-10,,13,SD,-58.455318,-34.555553,SD,SD,SD
1,2019-07-10,,6,SD,-58.447334,-34.617771,SD,SD,SD
1,2019-07-10,,,SD,,,SD,SD,SD
2,2019-07-11,,2,SD,-58.383851,-34.587678,SD,SD,SD
1,2019-07-11,,10,SD,-58.509083,-34.634063,SD,SD,SD
1,2019-07-11,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-11,,1,SD,-58.380964,-34.603025,SD,SD,SD
1,2019-07-11,,11,SD,-58.517335,-34.587719,SD,SD,SD
1,2019-07-11,,1,SD,-58.381234,-34.615277,SD,SD,SD
1,2019-07-11,,6,SD,-58.446533,-34.624721,SD,SD,SD
1,2019-07-11,,No Especificada,SD,SD,SD,SD,SD,SD
2,2019-07-11,,9,SD,-58.525232,-34.654916,SD,SD,SD
1,2019-07-11,,1,SD,-58.38121,-34.611874,SD,SD,SD
2,2019-07-11,,8,SD,-58.484553,-34.675126,SD,SD,SD
10,2019-07-11,,7,SD,SD,SD,SD,SD,SD
1,2019-07-11,,4,SD,-58.36235,-34.641615,SD,SD,SD
1,2019-07-11,,9,SD,-58.472975,-34.63834,SD,SD,SD
1,2019-07-11,,15,SD,-58.436177,-34.590249,SD,SD,SD
2,2019-07-11,,1,SD,-58.39056,-34.609192,SD,SD,SD
1,2019-07-11,,No Especificada,SD,SD,SD,SD,SD,SD
2,2019-07-11,,7,SD,-58.43686,-34.628537,SD,SD,SD
1,2019-07-11,,13,SD,-58.451992,-34.560731,SD,SD,SD
1,2019-07-11,,13,SD,-58.445172,-34.581473,SD,SD,SD
2,2019-07-11,,6,SD,-58.43565,-34.628285,SD,SD,SD
1,2019-07-11,,7,SD,-58.454124,-34.6289,SD,SD,SD
1,2019-07-11,,4,SD,-58.367769,-34.638957,SD,SD,SD
1,2019-07-11,,10,SD,-58.514558,-34.626847,SD,SD,SD
1,2019-07-11,,9,SD,-58.51102,-34.6539,SD,SD,SD
2,2019-07-11,,15,SD,-58.460022,-34.604094,SD,SD,SD
1,2019-07-11,,13,SD,-58.457125,-34.571421,SD,SD,SD
1,2019-07-11,,2,SD,-58.389671,-34.599439,SD,SD,SD
1,2019-07-11,,15,SD,-58.445106,-34.585601,SD,SD,SD
1,2019-07-11,,11,SD,-58.509659,-34.592174,SD,SD,SD
1,2019-07-11,,7,SD,-58.463457,-34.634317,SD,SD,SD
1,2019-07-11,,8,SD,-58.467848,-34.690712,SD,SD,SD
1,2019-07-11,,1,SD,-58.389057,-34.610078,SD,SD,SD
1,2019-07-11,,1,SD,-58.368777,-34.618334,SD,SD,SD
1,2019-07-11,,2,SD,-58.388942,-34.587325,SD,SD,SD
1,2019-07-11,,8,SD,-58.431809,-34.662067,SD,SD,SD
1,2019-07-11,,,SD,,,SD,SD,GRAVE
1,2019-07-11,,,SD,,,SD,SD,SD
1,2019-07-12,,7,SD,-58.454637,-34.65082,SD,SD,SD
2,2019-07-12,,14,SD,-58.432249,-34.56617,SD,SD,SD
1,2019-07-12,,1,SD,-58.371342,-34.598626,SD,SD,SD
3,2019-07-12,,7,SD,-58.467181,-34.636482,SD,SD,SD
1,2019-07-12,,13,SD,-58.446335,-34.572433,SD,SD,SD
1,2019-07-12,,11,SD,-58.491156,-34.61547,SD,SD,SD
1,2019-07-12,,1,SD,-58.375532,-34.584277,SD,SD,SD
1,2019-07-12,,9,SD,-58.520682,-34.648768,SD,SD,SD
1,2019-07-12,,13,SD,-58.461296,-34.543329,SD,SD,SD
1,2019-07-12,,9,SD,-58.471183,-34.654491,SD,SD,SD
2,2019-07-12,,15,SD,-58.443531,-34.594228,SD,SD,SD
1,2019-07-12,,15,SD,-58.430063,-34.594302,SD,SD,SD
1,2019-07-12,,5,SD,-58.417875,-34.602339,SD,SD,SD
2,2019-07-12,,15,SD,-58.466458,-34.590663,SD,SD,SD
2,2019-07-12,,12,SD,-58.504092,-34.59098,SD,SD,SD
2,2019-07-12,,11,SD,-58.517912,-34.589622,SD,SD,SD
1,2019-07-12,,5,SD,-58.41365,-34.606115,SD,SD,SD
1,2019-07-12,,15,SD,-58.450906,-34.580633,SD,SD,SD
1,2019-07-12,,1,SD,-58.377411,-34.61629,SD,SD,SD
1,2019-07-12,,7,SD,-58.471196,-34.634118,SD,SD,SD
1,2019-07-12,,1,SD,-58.370361,-34.600634,SD,SD,SD
2,2019-07-12,,14,SD,-58.407866,-34.567268,SD,SD,SD
1,2019-07-12,,6,SD,-58.426759,-34.626996,CAMIONETA,SD,SD
1,2019-07-12,,15,SD,-58.434854,-34.601184,MOTO,SD,SD
1,2019-07-12,,11,SD,-58.483465,-34.613335,AUTO,SD,SD
2,2019-07-12,,1,SD,-58.370807,-34.590706,TAXI,SD,SD
2,2019-07-12,,13,SD,-58.466491,-34.562191,TAXI,SD,SD
2,2019-07-12,,13,SD,-58.470026,-34.536958,AUTO,SD,SD
1,2019-07-12,,12,SD,-58.506154,-34.563908,SD,SD,SD
1,2019-07-12,,5,SD,-58.424107,-34.602861,SD,SD,SD
1,2019-07-12,,7,SD,-58.461624,-34.647151,SD,SD,SD
1,2019-07-12,,3,SD,-58.392068,-34.608708,PEATON,SD,SD
1,2019-07-12,,7,SD,-58.472874,-34.633149,SD,SD,SD
1,2019-07-13,,1,SD,-58.381367,-34.596113,SD,SD,SD
1,2019-07-13,,3,SD,-58.408887,-34.610334,SD,SD,SD
2,2019-07-13,,3,SD,-58.403636,-34.604749,SD,SD,SD
3,2019-07-13,,3,SD,-58.40023,-34.6132,SD,SD,SD
2,2019-07-13,,3,SD,-58.405971,-34.610119,SD,SD,SD
1,2019-07-13,,14,SD,-58.407866,-34.567268,SD,SD,SD
1,2019-07-13,,7,SD,-58.446889,-34.635565,SD,SD,SD
1,2019-07-13,,4,SD,-58.363359,-34.630389,SD,SD,SD
1,2019-07-13,,9,SD,-58.514044,-34.660148,SD,SD,SD
1,2019-07-13,,9,SD,-58.528875,-34.642978,SD,SD,SD
1,2019-07-13,,5,SD,-58.427468,-34.605105,SD,SD,SD
1,2019-07-13,,11,SD,-58.461184,-34.604519,SD,SD,SD
1,2019-07-13,,13,SD,-58.456516,-34.54737,SD,SD,SD
6,2019-07-13,,12,SD,-58.506154,-34.563908,SD,SD,SD
1,2019-07-13,,7,SD,-58.474208,-34.624617,SD,SD,SD
1,2019-07-13,,11,SD,-58.496713,-34.60706,SD,SD,SD
1,2019-07-13,,7,SD,-58.437944,-34.637788,SD,SD,SD
1,2019-07-13,,10,SD,-58.480368,-34.633454,SD,SD,SD
2,2019-07-13,,3,SD,-58.392084,-34.613934,SD,SD,SD
1,2019-07-13,,10,SD,-58.529565,-34.631052,SD,SD,SD
2,2019-07-13,,1,SD,-58.388981,-34.615569,SD,SD,SD
1,2019-07-13,,13,SD,-58.457509,-34.561086,SD,SD,SD
1,2019-07-13,,14,SD,-58.409961,-34.577239,SD,SD,SD
2,2019-07-13,,15,SD,-58.500815,-34.592315,SD,SD,SD
1,2019-07-13,,6,SD,-58.436825,-34.62332,SD,SD,SD
1,2019-07-13,,9,SD,-58.479928,-34.641301,SD,SD,SD
3,2019-07-14,,12,SD,-58.480992,-34.556052,SD,SD,SD
1,2019-07-14,,12,SD,-58.506154,-34.563908,SD,SD,SD
2,2019-07-14,,3,SD,-58.403518,-34.618838,SD,SD,SD
1,2019-07-14,,1,SD,-58.383421,-34.60976,SD,SD,SD
1,2019-07-14,,9,SD,-58.520862,-34.660089,SD,SD,SD
2,2019-07-14,,12,SD,-58.497377,-34.565737,SD,SD,SD
1,2019-07-14,,1,SD,-58.365945,-34.622659,SD,SD,SD
1,2019-07-14,,3,SD,-58.411292,-34.624958,SD,SD,SD
1,2019-07-14,,12,SD,-58.479019,-34.561456,SD,SD,SD
1,2019-07-14,,13,SD,-58.454309,-34.558218,SD,SD,SD
1,2019-07-14,,12,SD,-58.493058,-34.554205,SD,SD,SD
1,2019-07-14,,14,SD,-58.433274,-34.567432,SD,SD,SD
1,2019-07-14,,8,SD,-58.444564,-34.663894,SD,SD,SD
2,2019-07-14,,7,SD,-58.469868,-34.633801,SD,SD,SD
2,2019-07-14,,14,SD,-58.437356,-34.568347,SD,SD,SD
1,2019-07-14,,10,SD,-58.484322,-34.630879,SD,SD,SD
1,2019-07-15,,8,SD,-58.460432,-34.689396,SD,SD,SD
1,2019-07-15,,5,SD,-58.424536,-34.606521,SD,SD,SD
1,2019-07-15,,2,SD,-58.385853,-34.586588,SD,SD,SD
2,2019-07-15,,2,SD,-58.385853,-34.586588,SD,SD,SD
1,2019-07-15,,9,SD,-58.517471,-34.661982,SD,SD,SD
1,2019-07-15,,7,SD,-58.473976,-34.625215,SD,SD,SD
2,2019-07-15,,4,SD,-58.388321,-34.65991,SD,SD,SD
1,2019-07-15,,9,SD,-58.509234,-34.65704,SD,SD,SD
1,2019-07-15,,6,SD,-58.448012,-34.6179,SD,SD,SD
1,2019-07-15,,15,SD,-58.455177,-34.587365,SD,SD,SD
2,2019-07-15,,8,SD,-58.465313,-34.693875,SD,SD,SD
2,2019-07-15,,9,SD,-58.517471,-34.661982,SD,SD,SD
1,2019-07-15,,15,SD,-58.454168,-34.593271,SD,SD,SD
1,2019-07-15,,4,SD,-58.388913,-34.652439,SD,SD,SD
1,2019-07-15,,1,SD,-58.38536,-34.600509,SD,SD,SD
1,2019-07-15,,12,SD,-58.480668,-34.573496,SD,SD,SD
1,2019-07-15,,6,SD,-58.437172,-34.628508,SD,SD,SD
1,2019-07-15,,12,SD,-58.48298,-34.573584,SD,SD,SD
1,2019-07-15,,13,SD,-58.44856,-34.578406,SD,SD,SD
1,2019-07-15,,15,SD,-58.464946,-34.602842,SD,SD,SD
1,2019-07-15,,3,SD,-58.397539,-34.604639,SD,SD,SD
1,2019-07-15,,11,SD,-58.522341,-34.598144,SD,SD,SD
1,2019-07-15,,11,SD,-58.487872,-34.603979,SD,SD,SD
5,2019-07-15,,9,SD,-58.526941,-34.650101,SD,SD,SD
1,2019-07-15,,9,SD,-58.492545,-34.657298,SD,SD,SD
1,2019-07-15,,12,SD,-58.504037,-34.558406,SD,SD,SD
1,2019-07-15,,15,SD,-58.47431,-34.58127,SD,SD,SD
1,2019-07-15,,13,SD,-58.460719,-34.562137,SD,SD,SD
1,2019-07-15,,1,SD,-58.380913,-34.589277,SD,SD,SD
1,2019-07-15,,14,SD,-58.431839,-34.586168,SD,SD,SD
1,2019-07-15,,14,SD,-58.417078,-34.567352,SD,SD,SD
1,2019-07-15,,14,SD,-58.409461,-34.569009,SD,SD,SD
3,2019-07-15,,10,SD,-58.49007,-34.623371,SD,SD,SD
1,2019-07-15,,15,SD,-58.437127,-34.589612,SD,SD,SD
1,2019-07-15,,15,SD,-58.444751,-34.599753,SD,SD,SD
2,2019-07-15,,7,SD,-58.455976,-34.628005,SD,SD,SD
1,2019-07-15,,15,SD,-58.454509,-34.604339,AUTO,SD,SD
1,2019-07-15,,13,SD,-58.443208,-34.57449,SD,SD,SD
1,2019-07-15,,3,SD,-58.402435,-34.600086,SD,SD,SD
2,2019-07-15,,13,SD,-58.463385,-34.556012,SD,SD,SD
1,2019-07-15,,2,SD,-58.38958,-34.574223,SD,SD,SD
1,2019-07-15,,1,SD,-58.381517,-34.596594,SD,SD,SD
1,2019-07-16,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-16,,6,SD,-58.445789,-34.622405,SD,SD,SD
1,2019-07-16,,4,SD,-58.389888,-34.640202,SD,SD,SD
1,2019-07-16,,3,SD,-58.398969,-34.618537,SD,SD,SD
1,2019-07-16,,4,SD,-58.375849,-34.63953,SD,SD,SD
1,2019-07-16,,2,SD,-58.409509,-34.589531,SD,SD,SD
2,2019-07-16,,1,SD,-58.380778,-34.622145,SD,SD,SD
2,2019-07-16,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-16,,9,SD,-58.523725,-34.63893,SD,SD,SD
1,2019-07-16,,2,SD,-58.38744,-34.59031,CAMIONETA,SD,SD
1,2019-07-16,,15,SD,-58.476836,-34.597449,MOTO,SD,SD
1,2019-07-16,,3,SD,-58.403272,-34.62383,AUTO,SD,SD
1,2019-07-16,,15,SD,-58.430063,-34.594302,TAXI,SD,SD
1,2019-07-16,,14,SD,-58.4072,-34.583159,TAXI,SD,SD
1,2019-07-16,,10,SD,-58.508697,-34.63888,PEATON,SD,SD
1,2019-07-16,,7,SD,-58.471196,-34.634118,AUTO,SD,SD
1,2019-07-16,,3,SD,-58.408673,-34.600982,AUTO,SD,SD
2,2019-07-16,,8,SD,-58.442772,-34.659576,SD,SD,SD
1,2019-07-16,,13,SD,-58.466395,-34.544043,SD,SD,SD
1,2019-07-16,,8,SD,-58.478909,-34.688817,SD,SD,SD
1,2019-07-16,,7,SD,-58.455488,-34.631849,SD,SD,SD
1,2019-07-16,,7,SD,-58.471104,-34.627423,SD,SD,SD
1,2019-07-16,,9,SD,-58.478276,-34.658272,SD,SD,SD
1,2019-07-16,,5,SD,-58.424107,-34.602861,SD,SD,SD
1,2019-07-16,,2,SD,-58.397318,-34.583079,SD,SD,SD
1,2019-07-16,,11,SD,-58.519116,-34.589282,SD,SD,SD
3,2019-07-16,,13,SD,-58.453564,-34.579554,SD,SD,SD
1,2019-07-16,,13,SD,-58.4537,-34.557427,SD,SD,SD
2,2019-07-16,,6,SD,-58.436217,-34.60864,SD,SD,SD
1,2019-07-16,,9,SD,-58.526418,-34.639147,SD,SD,SD
1,2019-07-16,,7,SD,-58.451442,-34.637464,SD,SD,SD
1,2019-07-16,,12,SD,-58.505337,-34.572146,SD,SD,SD
1,2019-07-16,,3,SD,-58.401787,-34.609886,SD,SD,SD
1,2019-07-16,,11,SD,-58.493438,-34.603837,SD,SD,SD
1,2019-07-16,,10,SD,-58.502137,-34.623407,PEATON,SD,SD
2,2019-07-17,,15,SD,-58.494278,-34.595031,SD,SD,SD
1,2019-07-17,,11,SD,-58.505254,-34.601861,SD,SD,SD
1,2019-07-17,,10,SD,-58.500497,-34.632363,SD,SD,SD
1,2019-07-17,,5,SD,-58.414374,-34.615535,SD,SD,SD
1,2019-07-17,,6,SD,-58.44029,-34.628892,SD,SD,SD
1,2019-07-17,,2,SD,-58.404175,-34.592514,SD,SD,SD
1,2019-07-17,,5,SD,-58.414097,-34.618236,SD,SD,SD
1,2019-07-17,,15,SD,-58.446306,-34.604821,SD,SD,SD
1,2019-07-17,,14,SD,-58.407631,-34.58556,SD,SD,SD
1,2019-07-17,,9,SD,-58.523877,-34.655892,SD,SD,SD
1,2019-07-17,,15,SD,-58.469192,-34.576419,SD,SD,SD
1,2019-07-17,,3,SD,-58.404502,-34.600882,SD,SD,SD
1,2019-07-17,,7,SD,-58.459424,-34.642318,SD,SD,SD
1,2019-07-17,,3,SD,-58.402376,-34.60105,SD,SD,SD
1,2019-07-17,,3,SD,-58.405282,-34.613422,SD,SD,SD
1,2019-07-17,,1,SD,-58.38203,-34.607337,SD,SD,SD
1,2019-07-17,,4,SD,-58.418995,-34.654663,SD,SD,SD
1,2019-07-17,,14,SD,-58.419202,-34.579197,SD,SD,SD
2,2019-07-17,,12,SD,-58.499498,-34.589265,SD,SD,SD
1,2019-07-17,,4,SD,-58.374415,-34.63338,SD,SD,SD
1,2019-07-17,,7,SD,-58.445103,-34.632024,SD,SD,SD
2,2019-07-17,,8,SD,-58.44433,-34.684771,SD,SD,SD
1,2019-07-17,,12,SD,-58.476224,-34.550071,SD,SD,SD
1,2019-07-17,,3,SD,-58.402027,-34.605889,SD,SD,SD
1,2019-07-17,,7,SD,-58.468485,-34.633285,SD,SD,SD
1,2019-07-17,,4,SD,-58.39988,-34.640286,SD,SD,SD
1,2019-07-17,,14,SD,-58.415988,-34.58957,SD,SD,SD
1,2019-07-17,,10,SD,-58.49022,-34.627701,SD,SD,SD
1,2019-07-17,,9,SD,-58.522749,-34.65544,SD,SD,SD
1,2019-07-17,,15,SD,-58.438253,-34.588856,SD,SD,SD
1,2019-07-17,,4,SD,-58.400841,-34.644955,SD,SD,SD
1,2019-07-17,,15,SD,-58.44374,-34.598927,SD,SD,SD
2,2019-07-17,,1,SD,-58.378645,-34.620258,SD,SD,SD
1,2019-07-17,,11,SD,-58.519116,-34.589282,SD,SD,SD
1,2019-07-17,,13,SD,-58.472567,-34.540913,SD,SD,SD
1,2019-07-17,,5,SD,-58.414097,-34.618236,SD,SD,SD
1,2019-07-17,,9,SD,-58.522172,-34.65838,SD,SD,SD
1,2019-07-17,,4,SD,-58.416418,-34.654863,SD,SD,SD
1,2019-07-17,,3,SD,-58.402543,-34.599086,SD,SD,SD
1,2019-07-17,,13,SD,-58.449856,-34.547707,SD,SD,SD
1,2019-07-17,,,SD,,,SD,SD,sd
1,2019-07-18,,7,SD,-58.469639,-34.630705,SD,SD,SD
2,2019-07-18,,6,SD,-58.436217,-34.60864,SD,SD,SD
1,2019-07-18,,10,SD,-58.494514,-34.618326,SD,SD,SD
1,2019-07-18,,6,SD,-58.437091,-34.617078,SD,SD,SD
1,2019-07-18,,15,SD,-58.462323,-34.59651,SD,SD,SD
1,2019-07-18,,2,SD,-58.393492,-34.598711,SD,SD,SD
1,2019-07-18,,8,SD,-58.47314,-34.680249,SD,SD,SD
1,2019-07-18,,4,SD,-58.404876,-34.650121,SD,SD,SD
1,2019-07-18,,14,SD,-58.425939,-34.569881,SD,SD,SD
1,2019-07-18,,15,SD,-58.462522,-34.596583,SD,SD,SD
1,2019-07-18,,12,SD,-58.479691,-34.578549,SD,SD,SD
4,2019-07-18,,4,SD,-58.406528,-34.646861,SD,SD,SD
1,2019-07-18,,15,SD,-58.439106,-34.592133,SD,SD,SD
1,2019-07-18,,15,SD,-58.45492,-34.598104,SD,SD,SD
2,2019-07-18,,10,SD,SD,SD,SD,SD,SD
1,2019-07-18,,1,SD,-58.373846,-34.593567,SD,SD,SD
2,2019-07-18,,1,SD,SD,SD,SD,SD,SD
1,2019-07-18,,14,SD,-58.43624,-34.567099,SD,SD,SD
2,2019-07-18,,3,SD,-58.407413,-34.603021,SD,SD,SD
1,2019-07-18,,14,SD,-58.437192,-34.584922,SD,SD,SD
1,2019-07-18,,15,SD,-58.466007,-34.59258,SD,SD,SD
1,2019-07-18,,14,SD,-58.416472,-34.584701,SD,SD,SD
1,2019-07-18,,15,SD,-58.443795,-34.600618,AUTO,SD,SD
3,2019-07-18,,4,SD,-58.396581,-34.637923,SD,SD,SD
1,2019-07-18,,15,SD,-58.460014,-34.59906,SD,SD,SD
1,2019-07-18,,No Especificada,SD,SD,SD,MOTO,SD,SD
2,2019-07-18,,8,SD,-58.469941,-34.672256,SD,SD,SD
1,2019-07-18,,15,SD,-58.458475,-34.604491,SD,SD,SD
1,2019-07-19,,5,SD,-58.414097,-34.618236,CICLISTA,SD,SD
1,2019-07-19,,6,SD,-58.44059,-34.614784,SD,SD,SD
1,2019-07-19,,10,SD,-58.491739,-34.626494,SD,SD,SD
1,2019-07-19,,5,SD,-58.414322,-34.60292,SD,SD,SD
1,2019-07-19,,14,SD,-58.437356,-34.568347,SD,SD,SD
1,2019-07-19,,15,SD,-58.442491,-34.602219,SD,SD,SD
2,2019-07-19,,1,SD,-58.378354,-34.610555,MOTO,SD,SD
1,2019-07-19,,14,SD,-58.43437,-34.59021,SD,SD,SD
1,2019-07-19,,8,SD,-58.482673,-34.684542,SD,SD,SD
1,2019-07-19,,12,SD,-58.484832,-34.574627,SD,SD,SD
1,2019-07-19,,6,SD,-58.427799,-34.622072,SD,SD,SD
1,2019-07-19,,14,SD,-58.423983,-34.58493,SD,SD,SD
3,2019-07-19,,14,SD,-58.413579,-34.585973,AUTO,SD,SD
1,2019-07-19,,1,SD,-58.381052,-34.610763,SD,SD,SD
1,2019-07-19,,4,SD,-58.403569,-34.647611,SD,SD,SD
1,2019-07-19,,1,SD,-58.369503,-34.615812,SD,SD,SD
1,2019-07-19,,1,SD,-58.381176,-34.627542,SD,SD,SD
1,2019-07-19,,5,SD,-58.428675,-34.60725,SD,SD,SD
1,2019-07-19,,10,SD,-58.529805,-34.627034,SD,SD,SD
2,2019-07-19,,3,SD,-58.395818,-34.600087,SD,SD,SD
1,2019-07-19,,10,SD,-58.509642,-34.622513,SD,SD,SD
3,2019-07-19,,6,SD,-58.435917,-34.619362,SD,SD,SD
2,2019-07-19,,9,SD,-58.508458,-34.656594,SD,SD,SD
2,2019-07-19,,12,SD,-58.472095,-34.543819,MOTO,SD,SD
1,2019-07-19,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-19,,12,SD,-58.482151,-34.576906,SD,SD,SD
1,2019-07-19,,15,SD,-58.477115,-34.595115,SD,SD,SD
1,2019-07-19,,1,SD,-58.381002,-34.622148,SD,SD,SD
1,2019-07-19,,1,SD,-58.380145,-34.6193,SD,SD,SD
1,2019-07-19,,12,SD,-58.489984,-34.552619,SD,SD,SD
1,2019-07-19,,3,SD,-58.391249,-34.62633,MOTO,SD,SD
1,2019-07-19,,3,SD,-58.400269,-34.62488,SD,SD,SD
1,2019-07-19,,14,SD,-58.400223,-34.579648,SD,SD,SD
1,2019-07-19,,4,SD,-58.3765,-34.642683,SD,SD,SD
1,2019-07-19,,1,SD,-58.380189,-34.626368,SD,SD,SD
1,2019-07-19,,3,SD,-58.391672,-34.619107,SD,SD,SD
1,2019-07-20,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-20,,6,SD,-58.436202,-34.625988,SD,SD,SD
2,2019-07-20,,No Especificada,SD,SD,SD,SD,SD,SD
1,2019-07-20,,10,SD,-58.498005,-34.637232,SD,SD,SD
1,2019-07-20,,9,SD,-58.506906,-34.660885,SD,SD,SD
1,2019-07-20,,1,SD,-58.381292,-34.606103,SD,SD,SD
1,2019-07-20,,12,SD,-58.475488,-34.539371,SD,SD,SD
1,2019-07-20,,4,SD,-58.410474,-34.636999,SD,SD,SD
1,2019-07-20,,3,SD,-58.396386,-34.608269,SD,SD,SD
4,2019-07-20,,5,SD,-58.423091,-34.602876,SD,SD,SD
1,2019-07-20,,12,SD,-58.493407,-34.567708,SD,SD,SD
1,2019-07-20,,4,SD,-58.405537,-34.650099,SD,SD,SD
1,2019-07-20,,14,SD,-58.420172,-34.587788,SD,SD,SD
2,2019-07-20,,15,SD,-58.451706,-34.595209,SD,SD,SD
1,2019-07-20,,9,SD,-58.526623,-34.63725,SD,SD,SD
2,2019-07-20,,15,SD,-58.445087,-34.591165,SD,SD,SD
2,2019-07-20,,6,SD,-58.429201,-34.622296,SD,SD,SD
1,2019-07-20,,10,SD,-58.530338,-34.618134,SD,SD,SD
