n_victimas,fecha,hora,comuna,tipo_calle,longitud,latutid,victima,acusado,gravedad
2,2021-09-26,,15,AVENIDA,-58.439765195935,-34.59897414753,MOTO,AUTO,SD
2,2021-09-26,,SD,SD,SD,SD,PEATON,AUTO,SD
1,2021-09-26,,1,CALLE,-58.382066363241,-34.591585527472,SD,SD,SD
1,2021-09-26,,9,GRAL PAZ,-58.529848867600,-34.641787314923,SD,SD,SD
1,2021-09-26,,15,AVENIDA,-58.450118600997,-34.589046093606,MOTO,TAXI,SD
1,2021-09-26,,11,CALLE,-58.514782190030,-34.615401072256,SD,SD,SD
1,2021-09-26,,11,CALLE,-58.504472850774,-34.608074676775,SD,SD,SD
1,2021-09-26,,8,AVENIDA,-58.444617276336,-34.650977956087,MOTO,SD,SD
1,2021-09-26,,1,CALLE,-58.385732472048,-34.627062201117,SD,SD,SD
2,2021-09-26,,1,AVENIDA,-58.382626147867,-34.631682698853,MOTO,MOTO,SD
1,2021-09-26,,13,CALLE,-58.460975085448,-34.560337847613,SD,SD,SD
1,2021-09-26,,5,AVENIDA,-58.415723089297,-34.627802902915,SD,SD,SD
1,2021-09-26,,11,CALLE,-58.476618113689,-34.617446022824,SD,SD,SD
3,2021-09-26,,4,AVENIDA,-58.371630721380,-34.651258754282,TAXI,TRANSPORTE PUBLICO,SD
1,2021-09-27,,5,AVENIDA,-58.421214003629,-34.621502195233,TAXI,OBJETO FIJO,SD
1,2021-09-27,,10,AVENIDA,-58.501040657504,-34.632206854638,SD,SD,SD
1,2021-09-27,,14,AVENIDA,-58.417270415894,-34.577349401805,MOTO,AUTO,SD
1,2021-09-27,,3,CALLE,-58.398965955073,-34.611983237120,SD,SD,SD
1,2021-09-27,,9,AVENIDA,-58.498814089067,-34.657354205775,MOTO,CAMIONETA,SD
2,2021-09-27,,7,CALLE,-58.466682418481,-34.634056820256,SD,SD,SD
1,2021-09-27,,SD,SD,SD,SD,SD,SD,SD
7,2021-09-27,,5,CALLE,-58.426349062121,-34.619273852571,SD,SD,SD
1,2021-09-27,,14,AVENIDA,-58.408217928027,-34.575254203491,MOTO,TAXI,SD
1,2021-09-27,,9,AVENIDA,-58.526420822573,-34.639148398243,SD,SD,SD
1,2021-09-27,,3,AVENIDA,-58.403724400784,-34.598454471462,SD,SD,SD
2,2021-09-27,,5,CALLE,-58.418265503650,-34.628239760711,SD,SD,SD
1,2021-09-27,,2,AVENIDA,-58.397218810145,-34.587461152023,SD,SD,SD
1,2021-09-27,,6,CALLE,-58.446091966405,-34.617245110651,MOTO,AUTO,SD
1,2021-09-27,,9,CALLE,-58.469304562317,-34.658314235715,SD,SD,SD
1,2021-09-27,,10,AVENIDA,-58.513675044299,-34.622967403589,SD,SD,SD
1,2021-09-27,,4,AVENIDA,-58.400567676566,-34.651070805528,SD,SD,SD
1,2021-09-27,,1,AVENIDA,-58.375335179965,-34.592764629935,SD,SD,SD
2,2021-09-27,,7,AVENIDA,-58.471104246994,-34.627424083182,SD,SD,SD
1,2021-09-27,,13,CALLE,-58.451414800078,-34.563196719892,SD,SD,SD
1,2021-09-27,,10,AVENIDA,-58.488252521539,-34.635587605650,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
2,2021-09-27,,6,AVENIDA,-58.451986844337,-34.624835610112,SD,SD,SD
1,2021-09-27,,8,AVENIDA,-58.489352874949,-34.676485975842,SD,SD,GRAVE
1,2021-09-27,,5,CALLE,-58.419498728579,-34.629282051932,SD,SD,SD
1,2021-09-27,,4,AVENIDA,-58.389587778283,-34.641202461769,SD,SD,SD
1,2021-09-27,,1,AVENIDA,-58.384394762619,-34.62231326204,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
2,2021-09-27,,1,CALLE,-58.386157965049,-34.611088334287,TAXI,AUTO,SD
1,2021-09-28,,3,AVENIDA,-58.392078830280,-34.627056469590,SD,SD,SD
1,2021-09-28,,1,CALLE,-58.379616052208,-34.627779222255,PEATON,TRANSPORTE PUBLICO,SD
1,2021-09-28,,SD,SD,SD,SD,MOTO,OBJETO FIJO,SD
1,2021-09-28,,2,AVENIDA,-58.388951959382,-34.587580878730,SD,SD,SD
2,2021-09-28,,4,CALLE,-58.389668144734,-34.642921833054,MOTO,AUTO,SD
1,2021-09-28,,7,CALLE,-58.471195867061,-34.634118865716,SD,SD,GRAVE
1,2021-09-28,,15,AVENIDA,-58.458935335128,-34.604373182075,MOTO,AUTO,GRAVE
1,2021-09-28,,4,AVENIDA,-58.374838162520,-34.638480085493,PEATON,AUTO,SD
1,2021-09-28,,1,AVENIDA,-58.381944215831,-34.609088246224,SD,SD,GRAVE
1,2021-09-28,,5,AVENIDA,-58.419719930476,-34.611122404081,MOTO,PEATON,SD
1,2021-09-28,,11,CALLE,-58.489880636901,-34.617467036745,SD,SD,SD
1,2021-09-28,,4,CALLE,-58.363689913354,-34.636247690812,PEATON,AUTO,SD
1,2021-09-28,,SD,SD,SD,SD,SD,SD,SD
1,2021-09-29,,11,AVENIDA,-58.486187371993,-34.60574599289,SD,SD,SD
2,2021-09-29,,8,CALLE,-58.478355476410,-34.673401945359,SD,SD,SD
3,2021-09-29,,15,AVENIDA,-58.432360384273,-34.592781338162,PEATON,AUTO,SD
1,2021-09-29,,1,AVENIDA,-58.359200418207,-34.620671376363,MOVIL,CAMIONETA,SD
2,2021-09-29,,8,CALLE,-58.482462855587,-34.663877062978,SD,SD,SD
3,2021-09-29,,6,CALLE,-58.450368154264,-34.613811298943,AUTO,TAXI,SD
1,2021-09-29,,2,CALLE,-58.399116959720,-34.585762135237,SD,SD,SD
1,2021-09-29,,2,AVENIDA,-58.392493405064,-34.573529304536,MOTO,OBJETO FIJO,SD
1,2021-09-29,,7,AVENIDA,-58.454726974379,-34.630311176800,SD,SD,SD
1,2021-09-29,,7,CALLE,-58.461023039235,-34.632528089041,SD,SD,SD
1,2021-09-29,,14,AVENIDA,-58.414063327644,-34.586403950731,SD,SD,GRAVE
2,2021-09-29,,8,CALLE,-58.474414549484,-34.676359097907,SD,SD,SD
1,2021-09-29,,3,CALLE,-58.406122530043,-34.607743010292,SD,SD,SD
1,2021-09-29,,15,AVENIDA,-58.503542492957,-34.594450061022,SD,SD,SD
1,2021-09-29,,8,CALLE,-58.48207865479,-34.665459172711,SD,SD,SD
1,2021-09-29,,12,SD,-58.493326,-34.54837,MOTO,SD,SD
1,2021-09-29,,3,AVENIDA,-58.405911472011,-34.610297267937,SD,SD,SD
1,2021-09-29,,6,AVENIDA,-58.428585548783,-34.625276129696,SD,SD,SD
1,2021-09-29,,7,CALLE,-58.455049137916,-34.623452177709,AUTO,MOTO,SD
1,2021-09-29,,15,CALLE,-58.440699901822,-34.603561366310,MOTO,AUTO,SD
1,2021-09-29,,SD,SD,SD,SD,MOTO,SD,SD
1,2021-09-29,,5,AVENIDA,-58.417019696829,-34.615696047625,SD,SD,SD
1,2021-09-29,,6,CALLE,-58.437578326864,-34.615942751385,SD,AUTO,SD
1,2021-09-29,,4,CALLE,-58.359842950869,-34.628441596146,SD,SD,SD
1,2021-09-29,,SD,SD,SD,SD,SD,SD,SD
1,2021-09-29,,SD,SD,SD,SD,SD,SD,SD
1,2021-09-29,,2,CALLE,-58.391958886166,-34.595838259715,SD,SD,SD
1,2021-09-29,,12,CALLE,-58.489437280056,-34.564981334283,MOTO,OBJETO FIJO,SD
2,2021-09-30,,12,AVENIDA,-58.474324507853,-34.558913819253,MOTO,CICLISTA,GRAVE
2,2021-09-30,,1,AVENIDA,-58.389692463771,-34.613504502312,SD,SD,SD
1,2021-09-30,,1,CALLE,-58.382233829418,-34.626938657191,PEATON,TRANSPORTE PUBLICO,SD
2,2021-09-30,,13,AVENIDA,-58.459867670988,-34.575647365716,SD,SD,SD
1,2021-09-30,,8,CALLE,-58.441712052902,-34.660417625356,MOTO,AUTO,SD
1,2021-09-30,,10,AVENIDA,-58.512207968976,-34.623850966757,SD,SD,SD
1,2021-09-30,,8,AVENIDA,-58.478380442764,-34.690315457351,MOTO,AUTO,SD
1,2021-09-30,,7,AVENIDA,-58.455462178609,-34.629303397233,SD,SD,SD
1,2021-09-30,,4,CALLE,-58.426984255506,-34.644945994918,SD,SD,SD
1,2021-09-30,,12,CALLE,-58.486468392664,-34.568330874666,MOTO,AUTO,SD
1,2021-09-30,,15,AVENIDA,-58.442489367586,-34.602219481338,AUTO,AUTO,SD
1,2021-09-30,,3,AVENIDA,-58.404914555235,-34.614638306100,MOTO,AUTO,SD
1,2021-09-30,,SD,SD,SD,SD,SD,SD,SD
1,2021-09-30,,SD,SD,SD,SD,SD,SD,SD
1,2021-09-30,,SD,SD,SD,SD,AUTO,AUTO,SD
1,2021-10-01,,10,AVENIDA,-58.482897890315,-34.629492496833,SD,SD,SD
1,2021-10-01,,15,AVENIDA,-58.453069974655,-34.605893769133,MOTO,AUTO,SD
1,2021-10-01,,15,CALLE,-58.460751268540,-34.581670303650,PEATON,AUTO,SD
1,2021-10-01,,1,AVENIDA,-58.375665634625,-34.612536037649,SD,SD,SD
1,2021-10-01,,12,AVENIDA,-58.498617927870,-34.551661350395,AUTO,AUTO,SD
1,2021-10-01,,7,AVENIDA,-58.44573532092,-34.633861464377,AUTO,CAMION,SD
2,2021-10-01,,5,CALLE,-58.414642160805,-34.614118020909,SD,SD,SD
1,2021-10-01,,12,CALLE,-58.487904407207,-34.574983760324,PEATON,AUTO,SD
1,2021-10-01,,14,CALLE,-58.418534247038,-34.595470614835,MOTO,MOTO,SD
2,2021-10-01,,4,CALLE,-58.390433909606,-34.653932584380,AUTO,AUTO,SD
1,2021-10-01,,4,CALLE,-58.364267121246,-34.641150175032,MOTO,TAXI,SD
1,2021-10-01,,4,SD,-58.391882,-34.629944,SD,SD,SD
1,2021-10-01,,1,CALLE,-58.366455751391,-34.618118881871,SD,SD,SD
1,2021-10-01,,9,AVENIDA,-58.497545812753,-34.647034708862,CICLISTA,CAMIONETA,GRAVE
1,2021-10-01,,5,AVENIDA,-58.411781650563,-34.630354540824,SD,SD,SD
1,2021-10-01,,5,CALLE,-58.411781650563,-34.630354540824,SD,SD,SD
1,2021-10-01,,12,AVENIDA,-58.488359472167,-34.554948838643,MOTO,CAMIONETA,SD
2,2021-10-01,,14,CALLE,-58.435702984175,-34.586070756449,SD,SD,SD
1,2021-10-01,,3,AVENIDA,-58.402698717608,-34.620717098681,SD,SD,SD
1,2021-10-01,,15,AVENIDA,-58.438251383197,-34.588856636767,SD,SD,SD
1,2021-10-01,,2,CALLE,-58.406832074235,-34.588043250290,MOTO,AUTO,SD
1,2021-10-01,,14,CALLE,-58.416748573349,-34.595537905547,MOTO,AUTO,SD
1,2021-10-01,,1,CALLE,-58.382233829418,-34.626938657191,PEATON,TRANSPORTE PUBLICO,SD
1,2021-10-01,,3,AVENIDA,-58.403515619703,-34.618839160379,SD,SD,SD
1,2021-10-01,,10,AVENIDA,-58.487705195020,-34.635168271689,SD,SD,SD
1,2021-10-01,,SD,SD,SD,SD,SD,SD,SD
1,2021-10-02,,SD,SD,SD,SD,MOTO,SD,GRAVE
1,2021-10-02,,13,AVENIDA,-58.458801149804,-34.572008737657,MOTO,TAXI,SD
1,2021-10-02,,3,AVENIDA,-58.409682858488,-34.615249376036,CAMIONETA,AUTO,SD
3,2021-10-02,,10,AVENIDA,-58.487765424792,-34.626692575445,SD,SD,SD
1,2021-10-02,,7,CALLE,-58.447297610507,-34.634765331415,SD,SD,SD
1,2021-10-02,,5,CALLE,-58.423575094551,-34.599115657349,SD,SD,SD
1,2021-10-02,,8,AVENIDA,-58.476508571333,-34.673672140309,SD,SD,SD
1,2021-10-02,,4,AVENIDA,-58.378234881324,-34.649055361221,MOTO,AUTO,SD
3,2021-10-02,,1,CALLE,-58.381446041144,-34.619754176400,SD,SD,SD
1,2021-10-02,,11,GRAL PAZ,-58.520586930264,-34.595079828127,SD,SD,SD
1,2021-10-02,,5,AVENIDA,-58.418652604782,-34.614275933501,SD,SD,SD
1,2021-10-02,,1,CALLE,-58.379448194447,-34.628861001618,SD,TRANSPORTE PUBLICO,SD
1,2021-10-02,,10,AVENIDA,-58.488911827310,-34.627163753794,SD,SD,SD
1,2021-10-02,,1,AVENIDA,-58.368315324260,-34.621686301429,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2021-10-02,,6,AVENIDA,-58.441593766295,-34.608383077587,MOTO,TAXI,SD
1,2021-10-03,,4,AVENIDA,-58.426984255506,-34.644945994918,SD,SD,SD
1,2021-10-03,,11,CALLE,-58.460553051657,-34.611720375984,MOTO,MOVIL,SD
1,2021-10-03,,3,CALLE,-58.398965955073,-34.611983237120,SD,SD,SD
1,2021-10-03,,7,AVENIDA,-58.443953544200,-34.640156142722,SD,SD,SD
1,2021-10-03,,10,CALLE,-58.514642288611,-34.619909074874,SD,SD,SD
1,2021-10-03,,11,CALLE,-58.505906058837,-34.604912660364,SD,SD,SD
3,2021-10-03,,9,AVENIDA,-58.472044600203,-34.651740506323,AUTO,CAMIONETA,SD
1,2021-10-03,,6,CALLE,-58.430337555004,-34.615913718607,SD,SD,SD
1,2021-10-03,,12,AVENIDA,-58.480590695048,-34.555829079363,AUTO,AUTO,SD
1,2021-10-03,,2,CALLE,-58.403551520421,-34.585487621342,AUTO,CAMIONETA,SD
1,2021-10-04,,14,AVENIDA,-58.418548684450,-34.573470529436,MOTO,SD,SD
1,2021-10-04,,4,CALLE,-58.399700034223,-34.633725000159,MOTO,SD,SD
1,2021-10-04,,11,AVENIDA,-58.460371132883,-34.614037572345,MOTO,AUTO,SD
2,2021-10-04,,8,GRAL PAZ,-58.488921759603,-34.683591639509,SD,SD,SD
2,2021-10-04,,5,AVENIDA,-58.416748845836,-34.603597678505,MOTO,AUTO,SD
1,2021-10-04,,5,CALLE,-58.424563749093,-34.623673156579,SD,SD,SD
1,2021-10-04,,4,CALLE,-58.374189625343,-34.646642150697,SD,SD,SD
1,2021-10-04,,13,CALLE,-58.450610461162,-34.564135814088,SD,SD,SD
1,2021-10-04,,2,AVENIDA,-58.389958561028,-34.590014935989,PEATON,TRANSPORTE PUBLICO,SD
1,2021-10-04,,3,AVENIDA,-58.408403442146,-34.614902969757,SD,SD,SD
1,2021-10-04,,1,AVENIDA,-58.370588833398,-34.596229291888,SD,SD,SD
1,2021-10-04,,6,CALLE,-58.438800051315,-34.614234399078,AUTO,SD,SD
1,2021-10-04,,1,AVENIDA,-58.379191329355,-34.608899052992,SD,SD,SD
1,2021-10-04,,3,AVENIDA,-58.408877935115,-34.624599555344,SD,SD,SD
1,2021-10-04,,1,AVENIDA,-58.381280580011,-34.614244630848,SD,SD,SD
1,2021-10-04,,4,AVENIDA,-58.431097422663,-34.645916806076,SD,SD,SD
1,2021-10-04,,5,AVENIDA,-58.424568131959,-34.614830849525,SD,SD,SD
1,2021-10-04,,13,CALLE,-58.463151705253,-34.564414789335,MOTO,AUTO,SD
1,2021-10-04,,6,CALLE,-58.430595990142,-34.623243704169,SD,SD,SD
1,2021-10-04,,7,AVENIDA,-58.424920060067,-34.640438564184,SD,SD,SD
1,2021-10-04,,8,AVENIDA,-58.470162016331,-34.664667112144,PEATON,MOTO,SD
1,2021-10-04,,1,CALLE,-58.382911458983,-34.627694894646,PEATON,MOTO,SD
1,2021-10-04,,9,AVENIDA,-58.489402627145,-34.649484277510,SD,SD,SD
1,2021-10-04,,10,AVENIDA,-58.485451659607,-34.634645820604,SD,SD,SD
1,2021-10-05,,7,AVENIDA,-58.472279984457,-34.634474709728,SD,SD,SD
1,2021-10-05,,9,GRAL PAZ,-58.519770093282,-34.660271599416,MOTO,MOTO,SD
1,2021-10-05,,2,AVENIDA,-58.387087448137,-34.587545599374,AUTO,SD,SD
1,2021-10-05,,11,CALLE,-58.509192819078,-34.604250472764,SD,SD,SD
1,2021-10-05,,13,CALLE,-58.447694853508,-34.556680311709,SD,SD,SD
1,2021-10-05,,8,AVENIDA,-58.432848091447,-34.670515436798,MOTO,CAMION,SD
2,2021-10-05,,15,CALLE,-58.436195839655,-34.595234825991,PEATON,AUTO,SD
3,2021-10-05,,SD,SD,SD,SD,SD,SD,SD
1,2021-10-05,,12,AVENIDA,-58.474927694095,-34.539988874819,SD,SD,SD
1,2021-10-05,,9,CALLE,-58.498049643866,-34.646887294211,SD,SD,SD
1,2021-10-05,,4,AVENIDA,-58.414106438955,-34.655204180031,MOTO,AUTO,SD
1,2021-10-05,,1,AVENIDA,-58.369831306604,-34.610458213543,SD,SD,SD
1,2021-10-05,,11,CALLE,-58.498816532105,-34.597107021407,SD,SD,SD
1,2021-10-05,,10,CALLE,-58.506437708875,-34.637263306976,MOTO,SD,SD
1,2021-10-05,,2,AVENIDA,-58.400840749770,-34.590688975544,SD,SD,SD
1,2021-10-05,,15,AVENIDA,-58.428090805576,-34.595514592158,MOTO,AUTO,SD
1,2021-10-05,,13,CALLE,-58.448721314596,-34.561601252431,SD,SD,SD
1,2021-10-05,,7,AVENIDA,-58.456503120243,-34.641424281686,SD,SD,GRAVE
1,2021-10-05,,1,AVENIDA,-58.379191329355,-34.608899052992,SD,SD,SD
1,2021-10-05,,3,AVENIDA,-58.391760087818,-34.612662120884,SD,SD,SD
1,2021-10-05,,2,CALLE,-58.397839464139,-34.590774019835,SD,SD,SD
1,2021-10-05,,12,AVENIDA,-58.488345066795,-34.574230012022,MOTO,AUTO,SD
1,2021-10-05,,11,CALLE,-58.479821115745,-34.613422268970,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2021-10-05,,10,CALLE,-58.503687223357,-34.612663805292,SD,SD,SD
1,2021-10-05,,15,CALLE,-58.448818747195,-34.586360416969,TAXI,AUTO,SD
1,2021-10-05,,12,AVENIDA,-58.476737767023,-34.562792324769,MOTO,AUTO,SD
1,2021-10-05,,14,AVENIDA,-58.438730884592,-34.588313316811,SD,SD,SD
1,2021-10-05,,11,CALLE,-58.511594439838,-34.595612158965,SD,SD,SD
1,2021-10-05,,7,AVENIDA,-58.460637382708,-34.633657437469,SD,SD,SD
1,2021-10-05,,12,CALLE,-58.507878970705,-34.570708189512,MOTO,CAMIONETA,SD
1,2021-10-05,,14,AVENIDA,-58.429891062840,-34.577287390683,AUTO,AUTO,SD
1,2021-10-05,,15,AVENIDA,-58.450584110293,-34.601787633354,PEATON,SD,SD
2,2021-10-05,,5,AVENIDA,-58.419719930476,-34.611122404081,SD,SD,SD
1,2021-10-05,,8,CALLE,-58.465395189543,-34.690224822974,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2021-10-05,,13,CALLE,-58.452919983075,-34.569648472032,SD,SD,SD
1,2021-10-05,,14,CALLE,-58.414072932286,-34.585133861619,SD,SD,SD
1,2021-10-06,,12,GRAL PAZ,-58.486715357861,-34.543212165100,SD,SD,SD
1,2021-10-06,,9,AVENIDA,-58.476182224268,-34.659672817087,PEATON,AUTO,SD
2,2021-10-06,,9,AVENIDA,-58.497835301824,-34.656538425624,SD,SD,SD
1,2021-10-06,,12,CALLE,-58.486715357861,-34.543212165100,MOTO,AUTO,SD
1,2021-10-06,,SD,SD,SD,SD,SD,SD,SD
1,2021-10-06,,6,CALLE,-58.442926203986,-34.629350962108,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2021-10-06,,11,CALLE,-58.473125416601,-34.612735799658,SD,SD,GRAVE
1,2021-10-06,,8,SD,-58.500515,-34.674827,SD,SD,SD
2,2021-10-06,,4,CALLE,-58.373654728863,-34.643642175361,SD,SD,SD
1,2021-10-06,,11,AVENIDA,-58.476962137059,-34.617341802168,SD,SD,SD
1,2021-10-06,,11,CALLE,-58.477450412486,-34.621269912970,SD,SD,SD
1,2021-10-06,,13,CALLE,-58.469782613652,-34.544684233113,MOTO,AUTO,SD
1,2021-10-06,,14,AVENIDA,-58.430695736860,-34.575581587544,SD,SD,SD
1,2021-10-06,,11,CALLE,-58.499816565945,-34.607568828091,SD,SD,SD
2,2021-10-06,,8,CALLE,-58.477422043250,-34.669080098814,SD,SD,SD
1,2021-10-06,,5,CALLE,-58.424524410388,-34.624957015408,SD,SD,SD
1,2021-10-06,,12,AVENIDA,-58.482765030168,-34.565861367011,MOTO,MOVIL,SD
1,2021-10-06,,7,AVENIDA,-58.469129459207,-34.631325938412,SD,SD,SD
1,2021-10-06,,9,SD,-58.526623,-34.63725,SD,SD,SD
1,2021-10-06,,4,CALLE,-58.378223055363,-34.646392441009,AUTO,AUTO,SD
1,2021-10-06,,10,CALLE,-58.500024307172,-34.643740792308,SD,SD,SD
1,2021-10-06,,13,AVENIDA,-58.449871295031,-34.554461201538,SD,SD,SD
1,2021-10-06,,14,AVENIDA,-58.422922587452,-34.575483082181,PEATON,CAMIONETA,SD
1,2021-10-06,,13,AVENIDA,-58.459915456714,-34.558287706781,SD,SD,SD
1,2021-10-06,,13,CALLE,-58.462702311961,-34.552576987663,SD,SD,SD
1,2021-10-06,,14,AVENIDA,-58.428042650147,-34.577514001022,MOTO,AUTO,SD
1,2021-10-06,,1,CALLE,-58.383417676515,-34.609761412127,SD,SD,SD
1,2021-10-07,,3,AVENIDA,-58.395367731992,-34.622973465403,MOTO,AUTO,SD
2,2021-10-07,,3,AVENIDA,-58.392289656654,-34.604435273925,SD,SD,SD
1,2021-10-07,,14,AVENIDA,-58.430119258940,-34.567643959442,CAMIONETA,AUTO,SD
2,2021-10-07,,15,AVENIDA,-58.450876925698,-34.599308378433,AUTO,OBJETO FIJO,SD
1,2021-10-07,,10,CALLE,-58.482310549777,-34.629157377308,SD,SD,SD
1,2021-10-07,,15,CALLE,-58.439659569675,-34.591541189028,AUTO,CAMION,SD
2,2021-10-07,,7,AVENIDA,-58.426168404229,-34.640649938422,SD,SD,SD
1,2021-10-07,,14,AVENIDA,-58.409458451651,-34.569008891598,OTRO,CAMION,SD
1,2021-10-07,,1,AVENIDA,-58.374442681324,-34.617251922077,SD,SD,SD
1,2021-10-07,,10,GRAL PAZ,-58.530283216516,-34.619195917373,MOTO,SD,SD
1,2021-10-07,,1,CALLE,-58.382840250853,-34.592833384668,MOTO,AUTO,SD
1,2021-10-07,,15,AVENIDA,-58.472981546973,-34.583337527692,MONOPATIN,AUTO,SD
1,2021-10-07,,3,CALLE,-58.405158718202,-34.603342279942,SD,SD,SD
1,2021-10-07,,4,AVENIDA,-58.420403523468,-34.660051712976,SD,SD,SD
1,2021-10-07,,8,CALLE,-58.474254262297,-34.670298246443,CAMIONETA,AUTO,SD
1,2021-10-07,,1,CALLE,-58.373842227962,-34.593567768001,SD,SD,SD
1,2021-10-07,,5,AVENIDA,-58.423435798882,-34.640004145507,SD,SD,SD
1,2021-10-07,,11,CALLE,-58.479371482617,-34.602914008008,SD,SD,SD
3,2021-10-07,,15,CALLE,-58.465432729913,-34.601437211332,AUTO,TRANSPORTE PUBLICO,SD
1,2021-10-07,,15,AVENIDA,-58.455919520022,-34.593502513880,CAMIONETA,AUTO,SD
1,2021-10-07,,11,AVENIDA,-58.469004022453,-34.611897513522,SD,SD,SD
1,2021-10-07,,1,AUTOPISTA,-58.389831091788,-34.623216382032,MOTO,OBJETO FIJO,SD
1,2021-10-07,,10,AVENIDA,-58.477351337535,-34.636488264505,SD,SD,SD
1,2021-10-07,,15,CALLE,-58.463250870919,-34.579587067236,MOTO,SD,SD
2,2021-10-07,,4,CALLE,-58.356554749719,-34.633348247755,SD,SD,SD
1,2021-10-07,,2,CALLE,-58.406606225983,-34.595692391512,SD,SD,SD
1,2021-10-07,,SD,SD,SD,SD,SD,SD,SD
1,2021-10-07,,4,AVENIDA,-58.419490527450,-34.650946583724,SD,SD,SD
1,2021-10-07,,6,CALLE,-58.435935890790,-34.627031470410,SD,SD,SD
1,2021-10-07,,1,CALLE,-58.386479492487,-34.605275076184,SD,SD,SD
1,2021-10-07,,9,AVENIDA,-58.499042740763,-34.648414360221,MOTO,AUTO,SD
2,2021-10-07,,7,AVENIDA,-58.433513473342,-34.629343744926,SD,SD,SD
1,2021-10-07,,8,CALLE,-58.437670987962,-34.663633831710,AUTO,CAMIONETA,SD
1,2021-10-07,,13,AVENIDA,-58.463965365794,-34.561384825026,MOTO,AUTO,SD
1,2021-10-07,,13,AVENIDA,-58.455488724438,-34.542357017305,MOTO,AUTO,SD
1,2021-10-07,,11,CALLE,-58.513740831620,-34.601411381444,SD,SD,SD
1,2021-10-07,,2,AVENIDA,-58.393315301106,-34.595862425833,MOTO,AUTO,SD
1,2021-10-07,,5,CALLE,-58.413825828227,-34.620750772449,SD,SD,SD
3,2021-10-08,,8,GRAL PAZ,-58.496834588363,-34.678927435843,SD,SD,SD
1,2021-10-08,,7,CALLE,-58.457067451228,-34.631107241279,SD,SD,SD
1,2021-10-08,,10,CALLE,-58.477447272636,-34.625280881987,SD,SD,SD
1,2021-10-08,,7,CALLE,-58.471041469187,-34.627211319143,SD,SD,SD
1,2021-10-08,,4,AVENIDA,-58.369674322382,-34.637373216344,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2021-10-08,,15,CALLE,-58.443794073824,-34.600618545632,TRANSPORTE PUBLICO,AUTO,SD
1,2021-10-08,,11,CALLE,-58.471665251305,-34.606300396020,SD,SD,SD
1,2021-10-08,,6,CALLE,-58.428663961193,-34.625786079693,SD,SD,SD
2,2021-10-08,,1,AVENIDA,-58.369461900370,-34.616573536331,SD,SD,SD
1,2021-10-08,,10,CALLE,-58.498199636462,-34.621369834208,SD,SD,SD
1,2021-10-08,,6,CALLE,-58.431791434741,-34.624157409678,SD,SD,SD
1,2021-10-08,,6,CALLE,-58.448033865665,-34.610355982373,PEATON,TAXI,SD
1,2021-10-08,,10,AVENIDA,-58.475654518055,-34.632315660528,SD,MOTO,GRAVE
2,2021-10-08,,3,CALLE,-58.400183978427,-34.626170313854,SD,SD,SD
1,2021-10-08,,7,AVENIDA,-58.471575513433,-34.626368617856,SD,SD,SD
1,2021-10-08,,6,AVENIDA,-58.427797026441,-34.622073471294,MOTO,AUTO,SD
1,2021-10-08,,SD,SD,SD,SD,SD,SD,SD
1,2021-10-09,,11,AVENIDA,-58.480621583786,-34.612416581085,MOTO,AUTO,SD
3,2021-10-09,,15,AVENIDA,-58.430061297390,-34.594301955974,MIXTO,AUTO,SD
2,2021-10-09,,9,CALLE,-58.498814089067,-34.657354205775,AUTO,AUTO,SD
1,2021-10-09,,8,AVENIDA,-58.479767858452,-34.691531969258,MOTO,AUTO,SD
1,2021-10-09,,1,AVENIDA,-58.386538190824,-34.626911347519,PEATON,TAXI,SD
2,2021-10-09,,1,CALLE,-58.389723927119,-34.631654166115,MOTO,AUTO,SD
1,2021-10-09,,1,AVENIDA,-58.368191458951,-34.622809597996,PEATON,TRANSPORTE PUBLICO,SD
1,2021-10-09,,9,AVENIDA,-58.518399307019,-34.662524884133,MOTO,AUTO,SD
2,2021-10-09,,8,CALLE,-58.476629077305,-34.662025647688,SD,SD,SD
1,2021-10-09,,14,AVENIDA,-58.413353730875,-34.570519769581,MOTO,CAMIONETA,SD
1,2021-10-09,,5,CALLE,-58.410567680625,-34.635093153947,MOTO,MOTO,SD
1,2021-10-09,,2,CALLE,-58.389008764373,-34.592483909755,SD,SD,SD
1,2021-10-09,,14,AVENIDA,-58.407609254846,-34.574505180286,TAXI,SD,SD
1,2021-10-09,,13,CALLE,-58.467996133199,-34.543976007517,SD,SD,SD
2,2021-10-09,,14,AVENIDA,-58.404691786574,-34.580479984659,MOTO,AUTO,SD
1,2021-10-09,,5,CALLE,-58.415207824949,-34.635027113476,SD,SD,SD
1,2021-10-09,,9,AVENIDA,-58.507923613066,-34.656090077734,MOTO,CAMIONETA,SD
1,2021-10-09,,11,CALLE,-58.500191246444,-34.609125357045,SD,SD,SD
1,2021-10-09,,SD,SD,SD,SD,MOTO,AUTO,SD
