Cantidad_victimas,Fecha,Hora,Tipo_de_calle,Calle,Cruce,Dirección_normalizada,Comuna,Longitud,Latitud,Victima,Acusado
1,2019-05-14,15:00:00,CALLE,LIMA,SI,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON,PASAJEROS
1,2019-05-21,09:00:00,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS
1,2019-05-27,12:00:00,AVENIDA,BOEDO AV.,NO,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON,MOTO
1,2019-06-03,07:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO,CARGAS
1,2019-06-04,09:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO,AUTO
1,2019-06-06,10:00:00,AVENIDA,CASEROS AV.,NO,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON,CARGAS
1,2019-06-07,07:00:00,AVENIDA,AVELLANEDA AV.,NO,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO,CARGAS
1,2019-06-08,09:00:00,CALLE,CIUDAD DE LA PAZ,SI,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON,CARGAS
1,2019-06-08,23:00:00,AVENIDA,"SALGUERO, JERONIMO",SI,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO,CARGAS
1,2019-06-11,10:00:00,CALLE,"FILIBERTO, JUAN DE DIOS",SI,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO,AUTO
1,2019-06-14,17:00:00,AVENIDA,ASTURIAS AV.,SI,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO,AUTO
1,2019-06-20,03:00:00,CALLE,GANDARA,NO,GANDARA 2976,15,-58.48222035,-34.58428769,MOTO,OBJETO FIJO
1,2019-06-20,19:00:00,AVENIDA,"GUEVARA, TRINIDAD",SI,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO,PASAJEROS
1,2019-06-29,17:00:00,AVENIDA,BOYACA AV.,NO,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON,AUTO
1,2019-07-05,19:00:00,CALLE,ARTILLEROS,SI,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,PEATON,AUTO
1,2019-07-10,09:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,MOTO,PASAJEROS
1,2019-07-13,22:00:00,CALLE,15 DE NOVIEMBRE DE 1889,SI,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.3841088,-34.63099197,MOTO,PASAJEROS
1,2019-07-17,11:00:00,AVENIDA,"ACOSTA, MARIANO AV.",SI,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON,AUTO
1,2019-07-17,18:00:00,CALLE,11 DE SEPTIEMBRE DE 1888,SI,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.5578132,PEATON,PASAJEROS
1,2019-08-01,23:00:00,AVENIDA,"PINO, VIRREY DEL",SI,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON,PASAJEROS
1,2019-08-04,01:00:00,AVENIDA,FOREST AV.,SI,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,MOTO,PASAJEROS
1,2019-08-06,03:00:00,AVENIDA,BOYACA AV.,SI,BOYACA AV. y AVELLANEDA AV.,7,-58.4596221,-34.6224514,MOTO,AUTO
1,2019-08-08,16:00:00,CALLE,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL y TILCARA,4,-58.4197085,-34.65414867,PEATON,PASAJEROS
1,2019-08-11,21:00:00,AVENIDA,RIESTRA AV.,SI,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON,AUTO
1,2019-08-14,15:00:00,CALLE,"CASTRO, EMILIO",NO,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,MOTO,CARGAS
1,2019-08-14,17:00:00,AVENIDA,27 DE FEBRERO AV.,NO,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO,MOTO
1,2019-08-17,05:00:00,AVENIDA,"GARAY, JUAN DE AV.",NO,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,MOTO,AUTO
1,2019-08-22,12:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",SI,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.4268668,-34.59217875,MOTO,BICICLETA
1,2019-08-27,11:00:00,AVENIDA,PRIMERA JUNTA,SI,PRIMERA JUNTA y OLIVERA AV.,9,-58.479611,-34.65620398,PEATON,CARGAS
1,2019-08-28,06:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO,AUTO
1,2019-08-29,01:00:00,AVENIDA,ALVAREZ THOMAS AV.,NO,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,AUTO,OBJETO FIJO
1,2019-08-29,09:00:00,AUTOPISTA,"LUGONES, LEOPOLDO AV.",SI,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO,CARGAS
1,2019-08-30,23:00:00,CALLE,SAN ANTONIO,SI,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,MOTO,PASAJEROS
1,2019-09-05,18:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO,CARGAS
1,2019-09-08,03:00:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",SI,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,PEATON,AUTO
1,2019-09-12,08:00:00,AVENIDA,"EINSTEIN, ALBERTO",SI,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.6541774,PEATON,CARGAS
1,2019-09-17,05:00:00,CALLE,AGRELO,SI,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,MOTO,PASAJEROS
1,2019-09-17,18:00:00,GRAL PAZ,CABILDO AV.,SI,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON,MOTO
1,2019-09-23,16:00:00,AVENIDA,ELCANO AV.,NO,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON,PASAJEROS
1,2019-09-25,07:00:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",NO,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.6611974,BICICLETA,CARGAS
1,2019-09-26,08:00:00,CALLE,MONTE,SI,MONTE y CORVALAN,9,-58.48457413,-34.6583909,AUTO,AUTO
1,2019-09-27,11:00:00,CALLE,TANDIL,SI,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA,CARGAS
1,2019-10-09,22:00:00,CALLE,CARDOSO,SI,CARDOSO y BACACAY,10,-58.49261744,-34.6341913,BICICLETA,TREN
1,2019-10-15,14:00:00,AVENIDA,CORRIENTES AV.,NO,CORRIENTES AV. 6700,15,-58.45283186,-34.5884156,MOTO,PASAJEROS
1,2019-10-21,21:00:00,AVENIDA,ALVAREZ THOMAS AV.,SI,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO,MOTO
1,2019-10-22,20:00:00,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PASAJEROS
1,2019-10-23,15:00:00,AVENIDA,"BROWN, ALTE. AV.",SI,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON,CARGAS
1,2019-10-24,18:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",NO,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON,MOTO
1,2019-11-01,20:00:00,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PEATON,PASAJEROS
1,2019-11-03,10:00:00,CALLE,"BRIN, MINISTRO",SI,"BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PEATON,PASAJEROS
1,2019-11-13,11:00:00,AVENIDA,NIZA,SI,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA,OTRO
1,2019-11-18,14:00:00,CALLE,CAMARGO,SI,CAMARGO y SERRANO,15,-58.44368628,-34.59724326,MOTO,OTRO
1,2019-11-20,15:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO,CARGAS
1,2019-11-22,19:00:00,AVENIDA,CASEROS AV.,SI,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PEATON,PASAJEROS
1,2019-11-25,08:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MOTO,MULTIPLE
1,2019-11-25,14:00:00,AVENIDA,GUZMAN,NO,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS,PASAJEROS
1,2019-12-05,17:00:00,AVENIDA,DE LOS CONSTITUYENTES AV.,NO,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,MOTO,AUTO
1,2019-12-17,04:00:00,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO,MOTO
1,2019-12-17,14:00:00,CALLE,IBARROLA,SI,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO,AUTO
1,2019-12-21,04:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO,AUTO
1,2019-05-05,11:00:00,AVENIDA,SANTO TOME,SI,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON,AUTO
1,2020-01-04,10:00:00,CALLE,URIARTE,SI,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON,AUTO
1,2020-01-05,20:00:00,AVENIDA,SARAZA,SI,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO
1,2020-01-11,06:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON,AUTO
1,2020-01-14,21:00:00,AVENIDA,RODRIGUEZ PE?A,SI,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON,PASAJEROS
1,2020-01-14,06:00:00,AVENIDA,24 DE NOVIEMBRE,SI,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO,PASAJEROS
1,2020-01-20,12:00:00,AVENIDA,LAFUENTE AV.,NO,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO,CARGAS
1,2020-01-27,00:00:00,CALLE,CHILE,SI,CHILE y LIMA,1,-58.3815685,-34.61648696,PEATON,MOTO
1,2020-01-30,07:00:00,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO,CARGAS
1,2020-02-04,14:00:00,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",SI,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.6060085,PEATON,AUTO
1,2020-02-08,05:00:00,AVENIDA,9 DE JULIO AV.,SI,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO
1,2020-02-12,11:00:00,CALLE,COLOMBRES,NO,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO,CARGAS
1,2020-02-18,21:00:00,CALLE,MEXICO,NO,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON,MOTO
1,2020-02-20,12:00:00,AVENIDA,COMBATIENTES DE MALVINAS AV.,SI,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON,MOTO
1,2020-02-27,02:00:00,CALLE,BERMUDEZ,SI,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO,PASAJEROS
1,2020-02-28,14:00:00,AVENIDA,BRASIL AV.,SI,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO,PASAJEROS
1,2020-02-29,13:00:00,AVENIDA,"ALEM, LEANDRO N. AV.",NO,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON,PASAJEROS
1,2020-03-05,23:00:00,AVENIDA,BELGRANO AV.,SI,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON,AUTO
1,2020-03-09,14:00:00,AVENIDA,"UDAONDO, GUILLERMO AV.",NO,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO
1,2020-03-10,21:00:00,CALLE,CONSTITUCION,SI,CONSTITUCION y CASTRO,5,-58.41972364,-34.6284667,PEATON,AUTO
1,2020-03-13,17:00:00,AVENIDA,PUEYRREDON AV.,SI,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON,MOTO
1,2020-03-14,16:00:00,CALLE,"BRAVO, MARIO",NO,"BRAVO, MARIO 1279",2,-58.4145159,-34.59488319,PEATON,AUTO
1,2020-04-07,06:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO,CARGAS
1,2020-04-09,18:00:00,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",SI,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO,CARGAS
1,2020-04-24,07:00:00,CALLE,MURGUIONDO,NO,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO,AUTO
1,2020-05-12,05:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON,AUTO
1,2020-05-18,08:00:00,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",SI,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON,CARGAS
1,2020-05-19,10:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",SI,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON,PASAJEROS
1,2020-06-10,14:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON,PASAJEROS
1,2020-06-16,15:00:00,AVENIDA,SAN MARTIN AV.,NO,SAN MARTIN AV. 1550,6,-58.45158942,-34.6064658,MOTO,MULTIPLE
1,2020-06-30,08:00:00,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",SI,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO,CARGAS
1,2020-07-10,23:00:00,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO,AUTO
1,2020-07-19,06:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO
1,2020-08-02,03:00:00,CALLE,"MITRE, BARTOLOME",SI,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON,AUTO
1,2020-08-04,05:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS
1,2020-08-07,18:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",SI,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.5877879,PEATON,MOTO
1,2020-08-29,04:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,AUTO
2,2020-08-30,04:00:00,AVENIDA,LAS HERAS GENERAL AV.,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO
1,2020-09-12,03:00:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,AUTO,OBJETO FIJO
1,2020-09-28,01:00:00,AVENIDA,CURAPALIGUE,SI,"CURAPALIGUE y PERON, EVA AV.",7,-58.4475047,-34.63491705,MOTO,PASAJEROS
1,2020-09-29,17:00:00,AVENIDA,"DIAZ, ANA",SI,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON,PASAJEROS
1,2020-09-30,17:00:00,AVENIDA,"ALEM, LEANDRO N. AV.",SI,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON,PASAJEROS
1,2020-10-05,00:00:00,AVENIDA,LA PLATA AV.,SI,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO,AUTO
1,2020-10-19,03:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,CARGAS
1,2020-10-27,21:00:00,AVENIDA,NAZCA AV.,SI,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.4844016,-34.60776782,MOTO,MOTO
1,2020-10-27,14:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,SI,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON,CARGAS
1,2020-10-29,20:00:00,AVENIDA,DORREGO AV.,NO,DORREGO AV. 614,15,-58.4495878,-34.59322448,MOTO,OBJETO FIJO
1,2020-10-30,20:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON,AUTO
1,2020-11-01,22:00:00,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,MOTO
1,2020-11-05,00:00:00,AVENIDA,AVELLANEDA AV.,SI,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO,AUTO
1,2020-11-07,06:00:00,AVENIDA,TUCUMAN,SI,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA,CARGAS
1,2020-11-09,03:00:00,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,AUTO,AUTO
1,2020-11-19,09:00:00,CALLE,INCLAN,SI,INCLAN y ALBERTI,4,-58.39956546,-34.6297708,BICICLETA,AUTO
1,2020-11-19,12:00:00,AVENIDA,OLAZABAL AV.,NO,OLAZABAL AV. 5437,12,-58.49005682,-34.5786897,PEATON,CARGAS
1,2020-11-21,13:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO,CARGAS
1,2020-11-23,07:00:00,AVENIDA,NAZCA AV.,SI,"NAZCA AV. y VIALE, LUIS",11,-58.4750156,-34.61945902,PEATON,AUTO
1,2020-11-24,16:00:00,AVENIDA,OLIVERA AV.,SI,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON,AUTO
1,2020-12-01,06:00:00,CALLE,BRASIL,NO,BRASIL 1100,1,-58.3795169,-34.62794241,PEATON,PASAJEROS
1,2020-12-03,20:00:00,AVENIDA,HOMERO,SI,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON,MOTO
1,2020-12-03,14:00:00,AUTOPISTA,"CANTILO, INT.",SI,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO,CARGAS
1,2020-12-04,17:00:00,CALLE,MORENO,NO,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS
2,2020-12-05,07:00:00,CALLE,NUEVA YORK,SI,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO
1,2020-12-05,16:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,AUTO
1,2020-12-07,04:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO
1,2020-12-11,22:00:00,AVENIDA,SAENZ AV.,SI,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
1,2020-12-12,20:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO,AUTO
1,2020-12-15,05:00:00,AVENIDA,INDEPENDENCIA AV.,SI,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO,PASAJEROS
1,2020-12-17,15:00:00,AVENIDA,CALLAO AV.,SI,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON,PASAJEROS
1,2020-12-17,23:00:00,AVENIDA,SAN PEDRITO AV.,SI,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON,AUTO
1,2020-12-19,03:00:00,AVENIDA,JUJUY AV.,SI,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA,AUTO
1,2020-12-20,07:00:00,AVENIDA,27 DE FEBRERO AV.,SI,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO
1,2020-12-20,21:00:00,AVENIDA,BOGOTA,SI,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO,AUTO
1,2020-12-23,14:00:00,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON,PASAJEROS
1,2020-12-24,12:00:00,AVENIDA,ALVAREZ JONTE AV.,SI,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO,PASAJEROS
2,2020-12-25,06:00:00,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO
1,2020-12-25,05:00:00,CALLE,BARCO CENTENERA DEL,NO,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS
1,2020-12-27,04:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO
1,2021-01-06,18:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO,AUTO
1,2021-01-07,10:00:00,AVENIDA,"CASTRO, EMILIO AV.",SI,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO,CARGAS
1,2021-01-10,07:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO
1,2021-01-11,09:00:00,AVENIDA,CASEROS AV.,SI,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON,CARGAS
1,2021-01-11,21:00:00,AVENIDA,"PERON, EVA AV.",NO,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON,AUTO
1,2021-01-12,21:00:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SI,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO,CARGAS
1,2021-01-18,10:00:00,AVENIDA,DE LOS CONSTITUYENTES AV.,SI,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO,MOTO
1,2021-01-22,23:00:00,AVENIDA,SAENZ AV.,SI,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PASAJEROS
1,2021-01-23,05:00:00,AVENIDA,PAYSANDU,SI,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO
1,2021-01-23,08:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,AUTO
1,2021-01-27,01:00:00,AVENIDA,SANTA FE AV.,NO,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON,AUTO
1,2021-01-29,20:00:00,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",SI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON,AUTO
1,2021-01-31,06:00:00,AVENIDA,"FALCON, RAMON L.,CNEL.",SI,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO
1,2021-02-02,00:00:00,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON,AUTO
1,2021-02-06,03:00:00,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.5972499,MOTO,OBJETO FIJO
1,2021-02-14,05:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO
1,2021-02-17,04:00:00,AVENIDA,SALTA,SI,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO,PASAJEROS
