Cantidad_victimas,Fecha,Hora,Tipo_de_calle,Calle,Cruce,Dirección_normalizada,Comuna,Longitud,Latitud,Victima,Acusado
1,2017-01-11,17:00:00,CALLE,LIMA,SI,LIMA y MEXICO,1,-58.3816166,-34.61529543,PEATON,MULTIPLE
1,2017-01-16,00:00:00,CALLE,"CABRERA, JOSE A.",SI,"CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO,PASAJEROS
1,2017-01-16,13:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO,CARGAS
1,2017-01-16,16:00:00,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y RIGLOS,6,-58.4356488,-34.62828656,MOTO,AUTO
1,2017-01-22,02:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,OBJETO FIJO
1,2017-01-24,14:00:00,CALLE,TRAFUL,SI,"TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.6505529,MOTO,CARGAS
1,2017-01-27,07:00:00,AVENIDA,"IRIARTE, GRAL. AV.",NO,"IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,PEATON,CARGAS
1,2017-01-28,08:00:00,AVENIDA,DONADO,SI,DONADO y ARIAS,12,-58.49185972,-34.55046754,MOTO,MULTIPLE
1,2017-02-02,15:00:00,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,PEATON,AUTO
1,2017-02-03,05:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,MOTO,CARGAS
1,2017-02-06,08:00:00,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.429012,-34.58095431,MOTO,AUTO
1,2017-02-09,07:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO
1,2017-02-18,05:00:00,CALLE,SARMIENTO,SI,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,MOTO,PASAJEROS
1,2017-02-23,20:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PEATON,PASAJEROS
1,2017-02-24,17:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.6542464,MOTO,SD
2,2017-02-26,05:00:00,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO
1,2017-02-26,21:00:00,AVENIDA,CASEROS AV.,NO,CASEROS AV. 1429,1,-58.38332245,-34.6319325,PEATON,AUTO
1,2017-02-28,09:00:00,AVENIDA,GAONA AV.,SI,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,PEATON,AUTO
1,2017-03-07,02:00:00,CALLE,MOZART,SI,MOZART y TANDIL,9,-58.48501341,-34.64742455,SD,AUTO
1,2017-03-07,08:00:00,AVENIDA,MOZART,SI,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,AUTO,PASAJEROS
1,2017-03-11,01:00:00,CALLE,24 DE NOVIEMBRE,SI,24 DE NOVIEMBRE y PAVON,3,-58.4099756,-34.62873635,AUTO,OBJETO FIJO
1,2017-03-12,05:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO
1,2017-03-12,07:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO
1,2017-03-13,07:00:00,CALLE,GODOY CRUZ,NO,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON,AUTO
3,2017-03-23,05:00:00,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO
2,2017-03-29,18:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS
1,2017-03-31,03:00:00,AVENIDA,INDEPENDENCIA AV.,SI,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS
1,2017-04-01,19:00:00,AVENIDA,CASTA?ARES AV.,SI,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO
1,2017-04-03,09:00:00,AVENIDA,"GUIRALDES, INT.",NO,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,AUTO,MULTIPLE
1,2017-04-03,23:00:00,CALLE,"FERNANDEZ MORENO, BALDOMERO",NO,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO
1,2017-04-14,06:00:00,CALLE,NOGOYA,NO,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO
1,2017-04-23,06:00:00,AVENIDA,ARGENTINA AV.,SI,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.6719879,MOTO,AUTO
1,2017-04-27,18:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS
1,2017-05-05,03:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON,CARGAS
1,2017-05-05,20:00:00,CALLE,VIEYTES,SI,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS
1,2017-05-07,21:00:00,AVENIDA,DE LOS CONSTITUYENTES AV.,SI,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO
1,2017-05-09,08:00:00,AVENIDA,DE LOS CONSTITUYENTES AV.,NO,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO
1,2017-05-09,23:00:00,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.5991594,PEATON,MOTO
1,2017-05-11,09:00:00,CALLE,BRASIL,SI,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS
1,2017-05-13,07:00:00,AVENIDA,ESCALADA AV.,SI,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO
1,2017-05-15,13:00:00,AVENIDA,PARAGUAY,SI,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO
1,2017-05-15,16:00:00,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO,CARGAS
1,2017-05-17,10:00:00,AVENIDA,CHILE,SI,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,PEATON,PASAJEROS
1,2017-05-20,05:00:00,CALLE,MAIPU,SI,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,CARGAS,AUTO
1,2017-05-22,16:00:00,AVENIDA,SUAREZ AV.,SI,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,BICICLETA,CARGAS
1,2017-05-22,18:00:00,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,PEATON,PASAJEROS
1,2017-05-23,02:00:00,AVENIDA,DIRECTORIO AV.,SI,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.4338197,-34.62801894,MOTO,CARGAS
1,2017-05-27,19:00:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",NO,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,MOTO,OBJETO FIJO
1,2017-05-24,14:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,MOTO,SD
1,2017-05-30,13:00:00,CALLE,NUEVA YORK,NO,NUEVA YORK 3696,11,-58.50791763,-34.59804273,PEATON,AUTO
1,2017-06-03,23:00:00,AVENIDA,DE LOS CONSTITUYENTES AV.,SI,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,AUTO,AUTO
1,2017-06-04,09:00:00,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,MOTO,AUTO
1,2017-06-04,12:00:00,CALLE,CASCO,NO,CASCO 133,9,-58.52567073,-34.63787791,SD,SD
1,2017-06-12,22:00:00,AVENIDA,DE MAYO AV.,SI,DE MAYO AV. y 9 DE JULIO AV.,1,-58.381542,-34.60906385,PEATON,MOTO
1,2017-06-13,14:00:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,PEATON,CARGAS
1,2017-06-17,23:00:00,CALLE,FRAY JUSTO SANTAMARIA DE ORO,NO,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,MOTO,CARGAS
1,2017-06-19,16:00:00,CALLE,MEXICO,SI,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,MOTO,CARGAS
1,2017-06-22,10:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,PEATON,CARGAS
1,2017-06-25,22:00:00,AVENIDA,ENTRE RIOS AV.,SI,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,PEATON,AUTO
1,2017-07-04,00:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,MOTO,CARGAS
1,2017-07-05,12:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.38502878,-34.58703485,PEATON,PASAJEROS
1,2017-07-07,14:00:00,AVENIDA,TACUARI,SI,"TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PEATON,PASAJEROS
1,2017-07-09,07:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,PEATON,MOTO
1,2017-07-10,10:00:00,CALLE,24 DE NOVIEMBRE,NO,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,PEATON,AUTO
1,2017-07-10,22:00:00,AVENIDA,PASEO COLON AV.,SI,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,PEATON,PASAJEROS
1,2017-07-13,12:00:00,CALLE,"LEGUIZAMON, MARTINIANO",NO,"LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,SD,AUTO
1,2017-07-15,05:00:00,GRAL PAZ,CHIVILCOY AV.,SI,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,PEATON,AUTO
1,2017-07-15,13:00:00,GRAL PAZ,SUPERI,SI,"SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,MOTO,SD
1,2017-07-24,22:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,SI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,PEATON,AUTO
1,2017-07-25,16:00:00,AUTOPISTA,"LUGONES, LEOPOLDO AV.",SI,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,PEATON,AUTO
1,2017-07-27,08:00:00,CALLE,"HUGO, VICTOR",NO,"HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,BICICLETA,CARGAS
1,2017-08-06,08:00:00,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,MOTO,AUTO
1,2017-08-07,19:00:00,AVENIDA,CABILDO AV.,SI,CABILDO AV. y NUÃ‘EZ,13,-58.46756026,-34.54972741,PEATON,PASAJEROS
1,2017-08-08,12:00:00,CALLE,"BONIFACIO, JOSE",NO,"BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,PEATON,AUTO
1,2017-08-17,19:00:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",NO,"FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,BICICLETA,AUTO
1,2017-08-21,07:00:00,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,NO,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.3967447,-34.61512051,MOTO,OBJETO FIJO
1,2017-08-23,10:00:00,AVENIDA,"LACROZE, FEDERICO AV.",SI,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,PEATON,MULTIPLE
1,2017-08-24,01:00:00,AVENIDA,"IRIARTE, GRAL. AV.",SI,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.6510708,PEATON,CARGAS
1,2017-08-25,09:00:00,AVENIDA,9 DE JULIO AV.,SI,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,PEATON,CARGAS
1,2017-08-31,19:00:00,CALLE,FRAY JUSTO SANTAMARIA DE ORO,SI,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PEATON,PASAJEROS
1,2017-09-01,11:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,MOTO,CARGAS
2,2017-09-02,04:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,OBJETO FIJO,AUTO
1,2017-09-04,21:00:00,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,MOTO,AUTO
1,2017-09-06,14:00:00,AVENIDA,LAVALLE,SI,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.370488,-34.60189492,PEATON,PASAJEROS
1,2017-09-07,18:00:00,CALLE,USPALLATA,SI,USPALLATA y PIROVANO,4,-58.42023854,-34.6423411,PEATON,CARGAS
2,2017-09-10,09:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.6399743,AUTO,OBJETO FIJO
1,2017-09-11,06:00:00,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON,PASAJEROS
1,2017-09-15,02:00:00,AVENIDA,ALVEAR AV.,SI,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.3910058,-34.5849866,AUTO,OBJETO FIJO
1,2017-09-19,18:00:00,AVENIDA,PAVON AV.,SI,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO,BICICLETA
1,2017-09-20,22:00:00,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO,OBJETO FIJO
1,2017-09-22,07:00:00,AVENIDA,VIEYTES,SI,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO,AUTO
1,2017-10-02,15:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO,CARGAS
1,2017-10-10,01:00:00,AVENIDA,ALBARI?O,SI,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON,AUTO
1,2017-10-12,14:00:00,CALLE,"RAMIREZ DE VELASCO, JUAN",NO,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO,PASAJEROS
1,2017-10-13,06:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO,OBJETO FIJO
2,2017-10-14,06:00:00,AVENIDA,RIESTRA AV.,SI,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO,OBJETO FIJO
1,2017-10-16,07:00:00,AVENIDA,GALLO,SI,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO,MOTO
1,2017-10-17,12:00:00,CALLE,"ARANGUREN, JUAN F., DR.",NO,"ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PEATON,PASAJEROS
1,2017-10-26,19:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,MOTO,PASAJEROS
1,2017-10-27,05:00:00,AVENIDA,CHORROARIN,SI,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,AUTO,CARGAS
1,2017-10-30,14:00:00,AVENIDA,COSQUIN,SI,"COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.6937413,MOTO,PASAJEROS
1,2017-11-06,18:00:00,AVENIDA,"ROCA, CNEL. AV.",NO,"ROCA, CNEL. AV. 3555",8,-58.4423972,-34.66777987,PEATON,PASAJEROS
1,2017-11-07,12:00:00,AVENIDA,WARNES AV.,SI,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,MOTO,CARGAS
1,2017-11-16,08:00:00,AVENIDA,BARCO CENTENERA DEL,SI,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON,PASAJEROS
1,2017-11-17,11:00:00,AVENIDA,MOSCONI GENERAL AV.,SI,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON,CARGAS
1,2017-11-19,10:00:00,AVENIDA,LAFUENTE AV.,SI,"LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,MOTO,OBJETO FIJO
1,2017-11-19,22:00:00,AVENIDA,"ROCA, CNEL. AV.",SI,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,AUTO,OBJETO FIJO
1,2017-11-23,19:00:00,AVENIDA,LA PLATA AV.,SI,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PEATON,PASAJEROS
1,2017-11-25,21:00:00,CALLE,"TRELLES, MANUEL R.",SI,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,AUTO,PASAJEROS
1,2017-11-26,06:00:00,GRAL PAZ,"ROCA, CNEL. AV.",SI,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,AUTO,OBJETO FIJO
1,2017-11-26,17:00:00,CALLE,MAZA,SI,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,MOTO,AUTO
1,2017-11-28,11:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025179,-34.67450313,MOTO,AUTO
1,2017-11-29,10:00:00,AVENIDA,SAN JUAN AV.,SI,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PEATON,PASAJEROS
1,2017-11-30,12:00:00,AVENIDA,PASEO COLON AV.,SI,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PEATON,PASAJEROS
1,2017-12-04,01:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,PEATON,AUTO
1,2017-12-04,02:00:00,CALLE,VIEYTES,SI,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PEATON,PASAJEROS
1,2017-12-06,17:00:00,CALLE,CACHI,SI,CACHI y TRAFUL,4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS
2,2017-12-11,02:00:00,AVENIDA,ROSARIO,SI,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO,PASAJEROS
1,2017-12-11,09:00:00,AVENIDA,ENTRE RIOS AV.,SI,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PEATON,PASAJEROS
1,2017-12-12,21:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,SD,MOTO
1,2017-12-17,09:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,AUTO,PASAJEROS
1,2017-12-18,21:00:00,GRAL PAZ,GUALEGUAYCHU,SI,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,MOTO,AUTO
1,2017-12-20,04:00:00,AVENIDA,INDEPENDENCIA AV.,SI,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,AUTO
1,2017-12-22,13:00:00,AVENIDA,NAZCA AV.,NO,NAZCA AV. 365,7,-58.47074114,-34.62771756,PEATON,MOTO
1,2017-12-26,15:00:00,AVENIDA,"PERON, EVA AV.",NO,"PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,PEATON,AUTO
1,2018-01-01,22:00:00,AVENIDA,SAN JUAN AV.,SI,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,PEATON,MOTO
1,2018-01-03,16:00:00,CALLE,PERU,NO,PERU 937,1,-58.37456088,-34.61895467,BICICLETA,PASAJEROS
1,2018-01-05,10:00:00,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",SI,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.44860217,-34.60395657,PEATON,MULTIPLE
1,2018-01-09,09:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y MANZANARES,13,-58.46129513,-34.54332766,MOTO,MULTIPLE
1,2018-01-09,22:00:00,AVENIDA,PASEO COLON AV.,NO,PASEO COLON AV. 1019,1,-58.36907201,-34.61953517,PEATON,PASAJEROS
1,2018-01-10,21:00:00,CALLE,VALLE,SI,VALLE y BARCO CENTENERA DEL,6,-58.44062219,-34.62499107,BICICLETA,PASAJEROS
1,2018-01-11,02:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.52502765,-34.63601265,AUTO,AUTO
1,2018-01-12,17:00:00,AVENIDA,"HUERGO, ING. AV.",SI,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.36659655,-34.61687778,MOTO,CARGAS
1,2018-01-14,02:00:00,AVENIDA,PILCOMAYO,SI,"PILCOMAYO y BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,MOTO,MOTO
1,2018-01-18,05:00:00,CALLE,CERVANTES,SI,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.49807953,-34.63038658,MOTO,CARGAS
1,2018-01-19,10:00:00,AVENIDA,CALLAO AV.,SI,"CALLAO AV. y LOPEZ, VICENTE",2,-58.39092703,-34.59088447,PEATON,PASAJEROS
1,2018-01-26,13:00:00,CALLE,OLIDEN,SI,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.46912006,-34.68049201,MOTO,PASAJEROS
1,2018-01-28,08:00:00,AVENIDA,CONGRESO AV.,SI,CONGRESO AV. y GALVAN,12,-58.48661286,-34.56786129,MOTO,AUTO
1,2018-01-31,20:00:00,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.44074927,-34.65080597,PEATON,MOTO
2,2018-02-06,01:00:00,AVENIDA,AUSTRALIA AV.,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,MOTO,PASAJEROS
1,2018-02-15,10:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,MOTO,CARGAS
1,2018-02-17,04:00:00,AVENIDA,SAN PEDRITO AV.,SI,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON,AUTO
1,2018-02-17,07:00:00,CALLE,ISABEL LA CATOLICA,SI,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.37207554,-34.64543658,MOTO,CARGAS
1,2018-02-17,12:00:00,AVENIDA,LAS HERAS GENERAL AV.,SI,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,PEATON,PASAJEROS
1,2018-02-19,22:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,NO,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,MOTO,CARGAS
1,2018-02-22,10:00:00,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PEATON,PASAJEROS
1,2018-02-24,00:00:00,AVENIDA,"MONTES DE OCA, MANUEL AV.",SI,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,MOTO,CARGAS
1,2018-02-24,06:00:00,CALLE,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,MOTO,AUTO
1,2018-02-28,23:00:00,AVENIDA,ALVAREZ THOMAS AV.,SI,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,PEATON,CARGAS
1,2018-03-04,22:00:00,AVENIDA,AVELLANEDA AV.,SI,AVELLANEDA AV. y BOYACA AV.,7,-58.4596221,-34.6224514,PEATON,AUTO
2,2018-03-09,04:00:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,MOVIL,CARGAS
1,2018-03-11,23:00:00,CALLE,CASTRO,SI,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,PEATON,MOTO
1,2018-03-13,15:00:00,AVENIDA,"BILBAO, FRANCISCO AV.",SI,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,PEATON,CARGAS
1,2018-03-15,18:00:00,AVENIDA,NAZCA AV.,SI,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,MOTO,AUTO
1,2018-03-20,01:00:00,AVENIDA,PLAZA,SI,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,MOTO,MOTO
